,xy,yz,xz
0,"[[ 0.03417969 -0.02612305]
 [-0.02246094 -0.07885742]
 [ 0.03613281  0.03051758]
 [-0.01855469  0.07348633]
 [ 0.03027344 -0.06323242]
 [ 0.0012207  -0.02172852]
 [ 0.0012207   0.02124023]
 [-0.00268555 -0.11743164]
 [ 0.05395508 -0.06274414]
 [ 0.          0.        ]]","[[-0.02612305  0.06347656]
 [-0.07885742  0.11816406]
 [ 0.03051758 -0.03222656]
 [ 0.07348633  0.04589844]
 [-0.06323242 -0.04589844]
 [-0.02172852  0.10546875]
 [ 0.02124023  0.14257812]
 [-0.11743164  0.125     ]
 [-0.06274414  0.00976562]
 [ 0.          0.        ]]","[[ 0.03417969  0.06347656]
 [-0.02246094  0.11816406]
 [ 0.03613281 -0.03222656]
 [-0.01855469  0.04589844]
 [ 0.03027344 -0.04589844]
 [ 0.0012207   0.10546875]
 [ 0.0012207   0.14257812]
 [-0.00268555  0.125     ]
 [ 0.05395508  0.00976562]
 [ 0.          0.        ]]"
1,"[[ 0.03776042 -0.04752604]
 [-0.01888021  0.00325521]
 [-0.01888021  0.04427083]
 [ 0.05761719 -0.01269531]
 [-0.00097656  0.02636719]
 [ 0.05761719 -0.01269531]
 [-0.00097656  0.02636719]
 [ 0.03678385 -0.01855469]
 [-0.01790365  0.03222656]
 [-0.01595052  0.07714844]
 [-0.01790365 -0.01660156]
 [ 0.03678385 -0.01855469]
 [-0.01790365  0.03222656]
 [-0.01595052  0.07714844]
 [-0.01790365 -0.01660156]
 [-0.11425781 -0.01855469]
 [-0.11425781 -0.01855469]
 [ 0.03483073 -0.06933594]
 [-0.01790365  0.02636719]
 [ 0.03483073 -0.06933594]
 [ 0.09342448 -0.02832031]
 [-0.13313802  0.07714844]
 [ 0.03483073 -0.06933594]
 [-0.01790365  0.02636719]]","[[-0.04752604 -0.00260417]
 [ 0.00325521  0.02669271]
 [ 0.04427083 -0.02408854]
 [-0.01269531  0.0625    ]
 [ 0.02636719 -0.01367188]
 [-0.01269531  0.0625    ]
 [ 0.02636719 -0.01367188]
 [-0.01855469  0.11572266]
 [ 0.03222656  0.07470703]
 [ 0.07714844  0.03564453]
 [-0.01660156  0.17626953]
 [-0.01855469  0.11572266]
 [ 0.03222656  0.07470703]
 [ 0.07714844  0.03564453]
 [-0.01660156  0.17626953]
 [-0.01855469  0.12109375]
 [-0.01855469  0.12109375]
 [-0.06933594  0.21142578]
 [ 0.02636719  0.23486328]
 [-0.06933594 -0.02490234]
 [-0.02832031 -0.06201172]
 [ 0.07714844  0.00048828]
 [-0.06933594  0.21142578]
 [ 0.02636719  0.23486328]]","[[ 0.03776042 -0.00260417]
 [-0.01888021  0.02669271]
 [-0.01888021 -0.02408854]
 [ 0.05761719  0.0625    ]
 [-0.00097656 -0.01367188]
 [ 0.05761719  0.0625    ]
 [-0.00097656 -0.01367188]
 [ 0.03678385  0.11572266]
 [-0.01790365  0.07470703]
 [-0.01595052  0.03564453]
 [-0.01790365  0.17626953]
 [ 0.03678385  0.11572266]
 [-0.01790365  0.07470703]
 [-0.01595052  0.03564453]
 [-0.01790365  0.17626953]
 [-0.11425781  0.12109375]
 [-0.11425781  0.12109375]
 [ 0.03483073  0.21142578]
 [-0.01790365  0.23486328]
 [ 0.03483073 -0.02490234]
 [ 0.09342448 -0.06201172]
 [-0.13313802  0.00048828]
 [ 0.03483073  0.21142578]
 [-0.01790365  0.23486328]]"
2,"[[-0.19659424  0.06640625]
 [-0.14581299 -0.02539062]
 [-0.19464111  0.01953125]
 [-0.14581299  0.11328125]
 [-0.2421875  -0.02642463]
 [-0.24609375  0.02240349]
 [-0.1484375   0.07123162]
 [-0.1484375   0.11810662]
 [-0.24804688  0.06927849]
 [-0.24804688  0.06927849]]","[[ 0.06640625 -0.30438232]
 [-0.02539062 -0.26141357]
 [ 0.01953125 -0.30828857]
 [ 0.11328125 -0.3258667 ]
 [-0.02642463 -0.32910156]
 [ 0.02240349 -0.26660156]
 [ 0.07123162 -0.32714844]
 [ 0.11810662 -0.32910156]
 [ 0.06927849 -0.19824219]
 [ 0.06927849 -0.20019531]]","[[-0.19659424 -0.30438232]
 [-0.14581299 -0.26141357]
 [-0.19464111 -0.30828857]
 [-0.14581299 -0.3258667 ]
 [-0.2421875  -0.32910156]
 [-0.24609375 -0.26660156]
 [-0.1484375  -0.32714844]
 [-0.1484375  -0.32910156]
 [-0.24804688 -0.19824219]
 [-0.24804688 -0.20019531]]"
3,"[[-0.16111288 -0.09016263]
 [-0.16501913 -0.03938138]
 [-0.15915976 -0.12336575]
 [-0.16111288 -0.0725845 ]
 [-0.16501913 -0.02180325]
 [-0.20603476 -0.142897  ]
 [-0.16697226  0.01530612]
 [-0.21189413 -0.11360013]
 [-0.16501913 -0.06086575]
 [-0.21970663  0.00358737]
 [-0.06150351 -0.04719388]
 [-0.16697226 -0.00422513]]","[[-0.09016263  0.18801818]
 [-0.03938138  0.17239318]
 [-0.12336575  0.10794005]
 [-0.0725845   0.08450255]
 [-0.02180325  0.05325255]
 [-0.142897    0.19387755]
 [ 0.01530612  0.12356505]
 [-0.11360013  0.27981505]
 [-0.06086575  0.27200255]
 [ 0.00358737  0.17044005]
 [-0.04719388  0.2290338 ]
 [-0.00422513  0.23879943]]","[[-0.16111288  0.18801818]
 [-0.16501913  0.17239318]
 [-0.15915976  0.10794005]
 [-0.16111288  0.08450255]
 [-0.16501913  0.05325255]
 [-0.20603476  0.19387755]
 [-0.16697226  0.12356505]
 [-0.21189413  0.27981505]
 [-0.16501913  0.27200255]
 [-0.21970663  0.17044005]
 [-0.06150351  0.2290338 ]
 [-0.16697226  0.23879943]]"
4,"[[-0.63556012  0.24970207]
 [-0.63946637  0.29853019]
 [-0.64337262  0.34149894]
 [-0.63556012  0.23407707]
 [-0.63946637  0.28681144]
 [-0.64337262  0.33759269]
 [-0.63556012  0.23017082]
 [-0.63946637  0.26728019]
 [-0.64337262  0.31806144]
 [-0.69024762  0.24188957]
 [-0.69610699  0.31024894]
 [-0.69024762  0.25360832]
 [-0.69610699  0.31024894]
 [-0.67852887  0.19110832]
 [-0.67852887  0.16767082]
 [-0.68438824  0.17743644]
 [-0.63946637  0.23603019]]","[[0.24970207 0.39439883]
 [0.29853019 0.38463321]
 [0.34149894 0.40611758]
 [0.23407707 0.45299258]
 [0.28681144 0.43346133]
 [0.33759269 0.42760196]
 [0.23017082 0.46861758]
 [0.26728019 0.50377383]
 [0.31806144 0.49596133]
 [0.24188957 0.56041446]
 [0.31024894 0.50182071]
 [0.25360832 0.52721133]
 [0.31024894 0.50182071]
 [0.19110832 0.41002383]
 [0.16767082 0.48814883]
 [0.17743644 0.59947696]
 [0.23603019 0.59166446]]","[[-0.63556012  0.39439883]
 [-0.63946637  0.38463321]
 [-0.64337262  0.40611758]
 [-0.63556012  0.45299258]
 [-0.63946637  0.43346133]
 [-0.64337262  0.42760196]
 [-0.63556012  0.46861758]
 [-0.63946637  0.50377383]
 [-0.64337262  0.49596133]
 [-0.69024762  0.56041446]
 [-0.69610699  0.50182071]
 [-0.69024762  0.52721133]
 [-0.69610699  0.50182071]
 [-0.67852887  0.41002383]
 [-0.67852887  0.48814883]
 [-0.68438824  0.59947696]
 [-0.63946637  0.59166446]]"
5,"[[-0.44986979  0.15047201]
 [-0.44986979  0.16609701]
 [-0.44986979  0.16805013]
 [-0.49479167  0.11922201]
 [-0.50065104  0.16023763]
 [-0.50651042  0.20515951]
 [-0.44596354  0.10945638]
 [-0.50651042  0.16414388]
 [-0.39518229  0.12312826]
 [-0.40104167  0.22664388]
 [-0.49479167  0.10750326]]","[[0.15047201 0.36735026]
 [0.16609701 0.30680339]
 [0.16805013 0.29703776]
 [0.11922201 0.28336589]
 [0.16023763 0.31070964]
 [0.20515951 0.32438151]
 [0.10945638 0.34195964]
 [0.16414388 0.45524089]
 [0.12312826 0.30094401]
 [0.22664388 0.26969401]
 [0.10750326 0.32828776]]","[[-0.44986979  0.36735026]
 [-0.44986979  0.30680339]
 [-0.44986979  0.29703776]
 [-0.49479167  0.28336589]
 [-0.50065104  0.31070964]
 [-0.50651042  0.32438151]
 [-0.44596354  0.34195964]
 [-0.50651042  0.45524089]
 [-0.39518229  0.30094401]
 [-0.40104167  0.26969401]
 [-0.49479167  0.32828776]]"
6,"[[-0.50858755  0.27148438]
 [-0.49882192  0.19726562]
 [-0.5046813   0.24804688]
 [-0.50858755  0.296875  ]
 [-0.5046813   0.234375  ]
 [-0.5593688   0.265625  ]
 [-0.54765005  0.15039062]
 [-0.5046813   0.21289062]
 [-0.56522817  0.31835938]
 [-0.49882192  0.2109375 ]
 [-0.5046813   0.26757812]
 [-0.50858755  0.31054688]
 [-0.5124938   0.34765625]
 [-0.5124938   0.33398438]
 [-0.54765005  0.1796875 ]]","[[0.27148438 0.51236979]
 [0.19726562 0.43619792]
 [0.24804688 0.42447917]
 [0.296875   0.42643229]
 [0.234375   0.47526042]
 [0.265625   0.51236979]
 [0.15039062 0.55924479]
 [0.21289062 0.53971354]
 [0.31835938 0.49674479]
 [0.2109375  0.38151042]
 [0.26757812 0.34049479]
 [0.31054688 0.36979167]
 [0.34765625 0.41276042]
 [0.33398438 0.46744792]
 [0.1796875  0.47330729]]","[[-0.50858755  0.51236979]
 [-0.49882192  0.43619792]
 [-0.5046813   0.42447917]
 [-0.50858755  0.42643229]
 [-0.5046813   0.47526042]
 [-0.5593688   0.51236979]
 [-0.54765005  0.55924479]
 [-0.5046813   0.53971354]
 [-0.56522817  0.49674479]
 [-0.49882192  0.38151042]
 [-0.5046813   0.34049479]
 [-0.50858755  0.36979167]
 [-0.5124938   0.41276042]
 [-0.5124938   0.46744792]
 [-0.54765005  0.47330729]]"
7,"[[-0.61747685  0.29036458]
 [-0.62333623  0.33723958]
 [-0.61161748  0.22395833]
 [-0.61747685  0.27473958]
 [-0.62333623  0.32356771]
 [-0.61161748  0.22981771]
 [-0.61747685  0.28059896]
 [-0.57255498  0.33333333]
 [-0.67411748  0.31380208]
 [-0.6291956   0.37239583]
 [-0.61161748  0.25130208]
 [-0.61747685  0.30208333]
 [-0.57255498  0.35286458]
 [-0.6291956   0.39973958]
 [-0.6291956   0.39388021]
 [-0.6604456   0.20442708]
 [-0.6682581   0.25520833]]","[[0.29036458 0.37282986]
 [0.33723958 0.37282986]
 [0.22395833 0.46267361]
 [0.27473958 0.44900174]
 [0.32356771 0.44509549]
 [0.22981771 0.43532986]
 [0.28059896 0.41970486]
 [0.33333333 0.42361111]
 [0.31380208 0.45095486]
 [0.37239583 0.44314236]
 [0.25130208 0.32986111]
 [0.30208333 0.30251736]
 [0.35286458 0.31032986]
 [0.39973958 0.26736111]
 [0.39388021 0.32009549]
 [0.20442708 0.50759549]
 [0.25520833 0.49978299]]","[[-0.61747685  0.37282986]
 [-0.62333623  0.37282986]
 [-0.61161748  0.46267361]
 [-0.61747685  0.44900174]
 [-0.62333623  0.44509549]
 [-0.61161748  0.43532986]
 [-0.61747685  0.41970486]
 [-0.57255498  0.42361111]
 [-0.67411748  0.45095486]
 [-0.6291956   0.44314236]
 [-0.61161748  0.32986111]
 [-0.61747685  0.30251736]
 [-0.57255498  0.31032986]
 [-0.6291956   0.26736111]
 [-0.6291956   0.32009549]
 [-0.6604456   0.50759549]
 [-0.6682581   0.49978299]]"
8,"[[-0.39456435  0.18869174]
 [-0.40042373  0.23751986]
 [-0.40432998  0.28634799]
 [-0.3906581   0.13205111]
 [-0.39456435  0.17501986]
 [-0.34964248  0.22970736]
 [-0.40432998  0.27462924]
 [-0.39456435  0.17697299]
 [-0.40042373  0.23361361]
 [-0.40432998  0.28048861]
 [-0.44339248  0.18087924]
 [-0.40042373  0.22970736]
 [-0.40432998  0.28048861]
 [-0.45511123  0.27853549]
 [-0.4375331   0.12033236]
 [-0.4375331   0.11251986]
 [-0.44339248  0.15158236]
 [-0.5000331   0.20626986]]","[[0.18869174 0.05591234]
 [0.23751986 0.04224047]
 [0.28634799 0.03638109]
 [0.13205111 0.10669359]
 [0.17501986 0.12817797]
 [0.22970736 0.11645922]
 [0.27462924 0.10669359]
 [0.17697299 0.12817797]
 [0.23361361 0.07349047]
 [0.28048861 0.07349047]
 [0.18087924 0.07349047]
 [0.22970736 0.09106859]
 [0.28048861 0.06763109]
 [0.27853549 0.05005297]
 [0.12033236 0.14380297]
 [0.11251986 0.17505297]
 [0.15158236 0.21411547]
 [0.20626986 0.15161547]]","[[-0.39456435  0.05591234]
 [-0.40042373  0.04224047]
 [-0.40432998  0.03638109]
 [-0.3906581   0.10669359]
 [-0.39456435  0.12817797]
 [-0.34964248  0.11645922]
 [-0.40432998  0.10669359]
 [-0.39456435  0.12817797]
 [-0.40042373  0.07349047]
 [-0.40432998  0.07349047]
 [-0.44339248  0.07349047]
 [-0.40042373  0.09106859]
 [-0.40432998  0.06763109]
 [-0.45511123  0.05005297]
 [-0.4375331   0.14380297]
 [-0.4375331   0.17505297]
 [-0.44339248  0.21411547]
 [-0.5000331   0.15161547]]"
9,"[[-0.15039062 -0.05058594]
 [-0.14648438 -0.08964844]
 [-0.15039062 -0.04082031]
 [-0.15625     0.00800781]
 [-0.19335938 -0.10722656]
 [-0.15625    -0.00175781]
 [-0.109375    0.05292969]
 [-0.15039062 -0.07011719]
 [-0.15625    -0.01738281]
 [-0.16015625  0.03144531]]","[[-0.05058594  0.08935547]
 [-0.08964844  0.03662109]
 [-0.04082031 -0.00244141]
 [ 0.00800781 -0.01806641]
 [-0.10722656  0.12646484]
 [-0.00175781  0.08349609]
 [ 0.05292969  0.04833984]
 [-0.07011719  0.20068359]
 [-0.01738281  0.18310547]
 [ 0.03144531  0.17138672]]","[[-0.15039062  0.08935547]
 [-0.14648438  0.03662109]
 [-0.15039062 -0.00244141]
 [-0.15625    -0.01806641]
 [-0.19335938  0.12646484]
 [-0.15625     0.08349609]
 [-0.109375    0.04833984]
 [-0.15039062  0.20068359]
 [-0.15625     0.18310547]
 [-0.16015625  0.17138672]]"
