,xy,yz,xz
0,"[[-0.06689453 -0.0234375 ]
 [-0.01220703  0.0234375 ]
 [-0.01220703  0.02539062]
 [-0.06689453 -0.0234375 ]
 [-0.01220703  0.0234375 ]
 [-0.01220703  0.02539062]
 [-0.02685547 -0.04052734]
 [ 0.02783203  0.04736328]
 [-0.02685547 -0.04052734]
 [ 0.02783203  0.04736328]
 [-0.01171875  0.05029297]
 [ 0.04296875  0.00537109]
 [-0.06835938  0.04833984]
 [ 0.06914062 -0.00859375]
 [ 0.0125     -0.0359375 ]
 [ 0.06914062  0.00898438]
 [-0.0030692  -0.04324777]
 [-0.00111607  0.00558036]
 [-0.05385045  0.05245536]
 [ 0.0516183  -0.00223214]
 [ 0.0516183  -0.00613839]
 [ 0.09130859 -0.02539062]
 [ 0.09130859 -0.02539062]
 [-0.02685547 -0.00927734]
 [ 0.02587891  0.00244141]
 [-0.02685547 -0.00927734]
 [ 0.02587891  0.00244141]
 [ 0.09765625 -0.04931641]
 [-0.18359375  0.08935547]
 [ 0.09375    -0.08056641]
 [ 0.11796875 -0.04765625]
 [ 0.00083705  0.03683036]]","[[-0.0234375   0.03369141]
 [ 0.0234375   0.02587891]
 [ 0.02539062  0.01220703]
 [-0.0234375   0.03369141]
 [ 0.0234375   0.02587891]
 [ 0.02539062  0.01220703]
 [-0.04052734  0.13085938]
 [ 0.04736328 -0.14257812]
 [-0.04052734  0.13085938]
 [ 0.04736328 -0.14257812]
 [ 0.05029297 -0.06152344]
 [ 0.00537109 -0.08105469]
 [ 0.04833984 -0.05175781]
 [-0.00859375  0.10507812]
 [-0.0359375  -0.06875   ]
 [ 0.00898438 -0.08242188]
 [-0.04324777  0.04589844]
 [ 0.00558036  0.01464844]
 [ 0.05245536 -0.07324219]
 [-0.00223214  0.11425781]
 [-0.00613839 -0.17480469]
 [-0.02539062 -0.07177734]
 [-0.02539062 -0.07177734]
 [-0.00927734  0.19140625]
 [ 0.00244141 -0.1796875 ]
 [-0.00927734  0.19140625]
 [ 0.00244141 -0.1796875 ]
 [-0.04931641  0.20410156]
 [ 0.08935547 -0.05566406]
 [-0.08056641  0.13574219]
 [-0.04765625  0.00351562]
 [ 0.03683036 -0.24511719]]","[[-0.06689453  0.03369141]
 [-0.01220703  0.02587891]
 [-0.01220703  0.01220703]
 [-0.06689453  0.03369141]
 [-0.01220703  0.02587891]
 [-0.01220703  0.01220703]
 [-0.02685547  0.13085938]
 [ 0.02783203 -0.14257812]
 [-0.02685547  0.13085938]
 [ 0.02783203 -0.14257812]
 [-0.01171875 -0.06152344]
 [ 0.04296875 -0.08105469]
 [-0.06835938 -0.05175781]
 [ 0.06914062  0.10507812]
 [ 0.0125     -0.06875   ]
 [ 0.06914062 -0.08242188]
 [-0.0030692   0.04589844]
 [-0.00111607  0.01464844]
 [-0.05385045 -0.07324219]
 [ 0.0516183   0.11425781]
 [ 0.0516183  -0.17480469]
 [ 0.09130859 -0.07177734]
 [ 0.09130859 -0.07177734]
 [-0.02685547  0.19140625]
 [ 0.02587891 -0.1796875 ]
 [-0.02685547  0.19140625]
 [ 0.02587891 -0.1796875 ]
 [ 0.09765625  0.20410156]
 [-0.18359375 -0.05566406]
 [ 0.09375     0.13574219]
 [ 0.11796875  0.00351562]
 [ 0.00083705 -0.24511719]]"
1,"[[ 0.03058667 -0.07189711]
 [ 0.03058667 -0.03283461]
 [ 0.03058667 -0.04064711]
 [ 0.03058667 -0.12853774]
 [ 0.03058667 -0.06017836]
 [ 0.03058667 -0.12853774]
 [ 0.03058667 -0.14220961]
 [-0.01628833 -0.08361586]
 [ 0.03058667 -0.01330336]
 [ 0.03058667 -0.14220961]
 [ 0.03058667 -0.09338149]
 [ 0.03058667  0.02380601]]","[[-0.07189711  0.22475678]
 [-0.03283461  0.26772553]
 [-0.04064711  0.30288178]
 [-0.12853774  0.26577241]
 [-0.06017836  0.14858491]
 [-0.12853774  0.26577241]
 [-0.14220961  0.32241303]
 [-0.08361586  0.27944428]
 [-0.01330336  0.14663178]
 [-0.14220961  0.32241303]
 [-0.09338149  0.32241303]
 [ 0.02380601  0.22280366]]","[[ 0.03058667  0.22475678]
 [ 0.03058667  0.26772553]
 [ 0.03058667  0.30288178]
 [ 0.03058667  0.26577241]
 [ 0.03058667  0.14858491]
 [ 0.03058667  0.26577241]
 [ 0.03058667  0.32241303]
 [-0.01628833  0.27944428]
 [ 0.03058667  0.14663178]
 [ 0.03058667  0.32241303]
 [ 0.03058667  0.32241303]
 [ 0.03058667  0.22280366]]"
2,"[[-0.00913915 -0.0442954 ]
 [ 0.03773585 -0.02671728]
 [-0.0599204   0.01625147]
 [-0.0599204  -0.00132665]
 [-0.0130454   0.04750147]
 [ 0.03773585 -0.07163915]
 [ 0.08461085 -0.03257665]
 [ 0.08656397  0.01429835]
 [ 0.03773585  0.04359522]
 [ 0.03773585 -0.05796728]
 [ 0.03773585 -0.0130454 ]]","[[-0.0442954   0.24458284]
 [-0.02671728  0.16841097]
 [ 0.01625147  0.17036409]
 [-0.00132665  0.26411409]
 [ 0.04750147  0.26606722]
 [-0.07163915  0.15083284]
 [-0.03257665  0.19184847]
 [ 0.01429835  0.19770784]
 [ 0.04359522  0.28755159]
 [-0.05796728  0.30317659]
 [-0.0130454   0.31489534]]","[[-0.00913915  0.24458284]
 [ 0.03773585  0.16841097]
 [-0.0599204   0.17036409]
 [-0.0599204   0.26411409]
 [-0.0130454   0.26606722]
 [ 0.03773585  0.15083284]
 [ 0.08461085  0.19184847]
 [ 0.08656397  0.19770784]
 [ 0.03773585  0.28755159]
 [ 0.03773585  0.30317659]
 [ 0.03773585  0.31489534]]"
3,"[[-0.21156529  0.10114397]
 [-0.21351842  0.1499721 ]
 [-0.21742467  0.19880022]
 [-0.16273717  0.08356585]
 [-0.21351842  0.13825335]
 [-0.21156529  0.0640346 ]
 [-0.21351842  0.11481585]
 [-0.11390904  0.13630022]
 [-0.11390904  0.06794085]
 [-0.11390904  0.1187221 ]
 [-0.11390904  0.19098772]
 [-0.11390904  0.10114397]
 [-0.11390904  0.16169085]
 [-0.20765904  0.06012835]
 [-0.21156529  0.11676897]
 [-0.21351842  0.1655971 ]
 [-0.21742467  0.21051897]
 [-0.11390904  0.24762835]
 [-0.25453404  0.05036272]
 [-0.11390904  0.2359096 ]
 [-0.05922154  0.27887835]
 [-0.25453404  0.02887835]
 [-0.21742467  0.18708147]
 [-0.11390904  0.20856585]
 [-0.25453404  0.0015346 ]
 [-0.21742467  0.16169085]
 [-0.11390904  0.00348772]
 [-0.11390904  0.09333147]
 [-0.11390904  0.2046596 ]
 [-0.11390904  0.00739397]
 [-0.11390904  0.04450335]
 [-0.11390904  0.04450335]]","[[0.10114397 0.39540318]
 [0.1499721  0.38563756]
 [0.19880022 0.37587193]
 [0.08356585 0.48134068]
 [0.13825335 0.44423131]
 [0.0640346  0.54384068]
 [0.11481585 0.53993443]
 [0.13630022 0.46962193]
 [0.06794085 0.54384068]
 [0.1187221  0.53407506]
 [0.19098772 0.43446568]
 [0.10114397 0.59657506]
 [0.16169085 0.55360631]
 [0.06012835 0.35634068]
 [0.11676897 0.28602818]
 [0.1655971  0.28212193]
 [0.21051897 0.29774693]
 [0.24762835 0.38563756]
 [0.05036272 0.38368443]
 [0.2359096  0.45204381]
 [0.27887835 0.47157506]
 [0.02887835 0.48134068]
 [0.18708147 0.43641881]
 [0.20856585 0.56532506]
 [0.0015346  0.57509068]
 [0.16169085 0.54579381]
 [0.00348772 0.58876256]
 [0.09333147 0.44227818]
 [0.2046596  0.36610631]
 [0.00739397 0.57899693]
 [0.04450335 0.61610631]
 [0.04450335 0.61415318]]","[[-0.21156529  0.39540318]
 [-0.21351842  0.38563756]
 [-0.21742467  0.37587193]
 [-0.16273717  0.48134068]
 [-0.21351842  0.44423131]
 [-0.21156529  0.54384068]
 [-0.21351842  0.53993443]
 [-0.11390904  0.46962193]
 [-0.11390904  0.54384068]
 [-0.11390904  0.53407506]
 [-0.11390904  0.43446568]
 [-0.11390904  0.59657506]
 [-0.11390904  0.55360631]
 [-0.20765904  0.35634068]
 [-0.21156529  0.28602818]
 [-0.21351842  0.28212193]
 [-0.21742467  0.29774693]
 [-0.11390904  0.38563756]
 [-0.25453404  0.38368443]
 [-0.11390904  0.45204381]
 [-0.05922154  0.47157506]
 [-0.25453404  0.48134068]
 [-0.21742467  0.43641881]
 [-0.11390904  0.56532506]
 [-0.25453404  0.57509068]
 [-0.21742467  0.54579381]
 [-0.11390904  0.58876256]
 [-0.11390904  0.44227818]
 [-0.11390904  0.36610631]
 [-0.11390904  0.57899693]
 [-0.11390904  0.61610631]
 [-0.11390904  0.61415318]]"
4,"[[-0.28484123  0.14881552]
 [-0.23405998  0.08826865]
 [-0.28484123  0.18983115]
 [-0.23405998  0.23670615]
 [-0.33171623  0.0999874 ]
 [-0.23405998  0.20740927]
 [-0.23405998  0.01990927]
 [-0.28484123  0.13709677]
 [-0.23405998  0.24451865]
 [-0.23405998  0.01600302]
 [-0.23405998  0.0687374 ]
 [-0.23405998  0.1234249 ]
 [-0.23405998  0.1781124 ]]","[[0.14881552 0.41333795]
 [0.08826865 0.47388483]
 [0.18983115 0.44654108]
 [0.23670615 0.4563067 ]
 [0.0999874  0.40552545]
 [0.20740927 0.35865045]
 [0.01990927 0.53638483]
 [0.13709677 0.4641192 ]
 [0.24451865 0.42115045]
 [0.01600302 0.55396295]
 [0.0687374  0.54029108]
 [0.1234249  0.5188067 ]
 [0.1781124  0.5031817 ]]","[[-0.28484123  0.41333795]
 [-0.23405998  0.47388483]
 [-0.28484123  0.44654108]
 [-0.23405998  0.4563067 ]
 [-0.33171623  0.40552545]
 [-0.23405998  0.35865045]
 [-0.23405998  0.53638483]
 [-0.28484123  0.4641192 ]
 [-0.23405998  0.42115045]
 [-0.23405998  0.55396295]
 [-0.23405998  0.54029108]
 [-0.23405998  0.5188067 ]
 [-0.23405998  0.5031817 ]]"
5,"[[-0.44597834  0.16867898]
 [-0.48894709  0.1159446 ]
 [-0.44011896  0.12571023]
 [-0.39715021  0.1784446 ]
 [-0.45183771  0.22141335]
 [-0.48113459  0.07297585]
 [-0.44011896  0.12180398]
 [-0.40105646  0.22141335]
 [-0.44597834  0.15696023]
 [-0.45183771  0.21360085]]","[[0.16867898 0.32248757]
 [0.1159446  0.31272195]
 [0.12571023 0.27561257]
 [0.1784446  0.25998757]
 [0.22141335 0.22678445]
 [0.07297585 0.25803445]
 [0.12180398 0.31858132]
 [0.22141335 0.29905007]
 [0.15696023 0.4025657 ]
 [0.21360085 0.3244407 ]]","[[-0.44597834  0.32248757]
 [-0.48894709  0.31272195]
 [-0.44011896  0.27561257]
 [-0.39715021  0.25998757]
 [-0.45183771  0.22678445]
 [-0.48113459  0.25803445]
 [-0.44011896  0.31858132]
 [-0.40105646  0.29905007]
 [-0.44597834  0.4025657 ]
 [-0.45183771  0.3244407 ]]"
6,"[[-0.22674561  0.05419922]
 [-0.22674561  0.10693359]
 [-0.22674561  0.16162109]
 [-0.22674561  0.03076172]
 [-0.22674561  0.08740234]
 [-0.22674561  0.14013672]
 [-0.22674561  0.06787109]
 [-0.22674561  0.12451172]
 [-0.27557373  0.01708984]
 [-0.27752686  0.07373047]
 [-0.27752686  0.13232422]
 [-0.17401123  0.20263672]
 [-0.22674561 -0.03564453]
 [-0.22674561  0.20849609]
 [-0.22674561 -0.05126953]
 [-0.22674561  0.00927734]
 [-0.22674561  0.19873047]
 [-0.27752686  0.18310547]]","[[ 0.05419922  0.52423096]
 [ 0.10693359  0.51251221]
 [ 0.16162109  0.48712158]
 [ 0.03076172  0.60235596]
 [ 0.08740234  0.57891846]
 [ 0.14013672  0.56329346]
 [ 0.06787109  0.63751221]
 [ 0.12451172  0.61407471]
 [ 0.01708984  0.63360596]
 [ 0.07373047  0.61798096]
 [ 0.13232422  0.58673096]
 [ 0.20263672  0.51251221]
 [-0.03564453  0.64337158]
 [ 0.20849609  0.48907471]
 [-0.05126953  0.68243408]
 [ 0.00927734  0.65704346]
 [ 0.19873047  0.53204346]
 [ 0.18310547  0.37774658]]","[[-0.22674561  0.52423096]
 [-0.22674561  0.51251221]
 [-0.22674561  0.48712158]
 [-0.22674561  0.60235596]
 [-0.22674561  0.57891846]
 [-0.22674561  0.56329346]
 [-0.22674561  0.63751221]
 [-0.22674561  0.61407471]
 [-0.27557373  0.63360596]
 [-0.27752686  0.61798096]
 [-0.27752686  0.58673096]
 [-0.17401123  0.51251221]
 [-0.22674561  0.64337158]
 [-0.22674561  0.48907471]
 [-0.22674561  0.68243408]
 [-0.22674561  0.65704346]
 [-0.22674561  0.53204346]
 [-0.27752686  0.37774658]]"
7,"[[-0.23839844 -0.00378906]
 [-0.14464844  0.03136719]
 [-0.19152344 -0.00964844]
 [-0.19347656  0.04699219]
 [-0.28136719 -0.05652344]
 [-0.24425781  0.05089844]
 [-0.24816406  0.09582031]
 [-0.23839844 -0.03113281]
 [-0.09386719 -0.03894531]
 [-0.09386719 -0.07019531]
 [-0.09386719 -0.00964844]
 [-0.09386719  0.08019531]
 [-0.23449219 -0.07996094]
 [-0.19738281  0.10363281]]","[[-0.00378906  0.32289062]
 [ 0.03136719  0.37953125]
 [-0.00964844  0.34632812]
 [ 0.04699219  0.32679687]
 [-0.05652344  0.31507812]
 [ 0.05089844  0.3053125 ]
 [ 0.09582031  0.31507812]
 [-0.03113281  0.39710937]
 [-0.03894531  0.30140625]
 [-0.07019531  0.38734375]
 [-0.00964844  0.35804687]
 [ 0.08019531  0.38734375]
 [-0.07996094  0.39125   ]
 [ 0.10363281  0.30335937]]","[[-0.23839844  0.32289062]
 [-0.14464844  0.37953125]
 [-0.19152344  0.34632812]
 [-0.19347656  0.32679687]
 [-0.28136719  0.31507812]
 [-0.24425781  0.3053125 ]
 [-0.24816406  0.31507812]
 [-0.23839844  0.39710937]
 [-0.09386719  0.30140625]
 [-0.09386719  0.38734375]
 [-0.09386719  0.35804687]
 [-0.09386719  0.38734375]
 [-0.23449219  0.39125   ]
 [-0.19738281  0.30335937]]"
8,"[[-0.03865132 -0.10058594]
 [-0.08552632 -0.11425781]
 [-0.03865132 -0.06152344]
 [-0.13240132 -0.13574219]
 [-0.08747944 -0.08496094]
 [-0.13240132 -0.13183594]
 [-0.13630757 -0.05957031]
 [-0.13826069  0.00878906]
 [-0.13240132 -0.12988281]
 [-0.13630757 -0.06347656]
 [-0.13826069 -0.00488281]
 [-0.13630757 -0.06933594]
 [-0.23449219 -0.02136719]
 [-0.23839844  0.02941406]
 [-0.19347656  0.08214844]
 [-0.03865132 -0.03222656]
 [-0.03865132 -0.18066406]
 [-0.03865132  0.00488281]
 [-0.03865132 -0.18066406]
 [-0.03865132 -0.03417969]
 [-0.23787007 -0.01269531]]","[[-0.10058594  0.2057977 ]
 [-0.11425781  0.24876645]
 [-0.06152344  0.23900082]
 [-0.13574219  0.30540707]
 [-0.08496094  0.30931332]
 [-0.13183594  0.29564145]
 [-0.05957031  0.21751645]
 [ 0.00878906  0.14525082]
 [-0.12988281  0.28587582]
 [-0.06347656  0.23118832]
 [-0.00488281  0.19993832]
 [-0.06933594  0.25462582]
 [-0.02136719  0.21742187]
 [ 0.02941406  0.20375   ]
 [ 0.08214844  0.20375   ]
 [-0.03222656  0.12181332]
 [-0.18066406  0.2995477 ]
 [ 0.00488281  0.17259457]
 [-0.18066406  0.2995477 ]
 [-0.03417969  0.30540707]
 [-0.01269531  0.19407895]]","[[-0.03865132  0.2057977 ]
 [-0.08552632  0.24876645]
 [-0.03865132  0.23900082]
 [-0.13240132  0.30540707]
 [-0.08747944  0.30931332]
 [-0.13240132  0.29564145]
 [-0.13630757  0.21751645]
 [-0.13826069  0.14525082]
 [-0.13240132  0.28587582]
 [-0.13630757  0.23118832]
 [-0.13826069  0.19993832]
 [-0.13630757  0.25462582]
 [-0.23449219  0.21742187]
 [-0.23839844  0.20375   ]
 [-0.19347656  0.20375   ]
 [-0.03865132  0.12181332]
 [-0.03865132  0.2995477 ]
 [-0.03865132  0.17259457]
 [-0.03865132  0.2995477 ]
 [-0.03865132  0.30540707]
 [-0.23787007  0.19407895]]"
9,"[[-0.00725446  0.27734375]
 [-0.00725446  0.27734375]
 [ 0.01798931  0.23535156]
 [ 0.07267681  0.23144531]
 [ 0.01798931  0.26269531]
 [-0.06194196  0.18554688]
 [-0.06389509  0.23242188]
 [-0.00725446  0.2265625 ]
 [-0.06194196  0.18554688]
 [-0.06389509  0.23242188]
 [-0.05412946 -0.10351562]
 [-0.00725446 -0.15820312]
 [-0.00725446 -0.03515625]
 [-0.09905134 -0.1640625 ]
 [-0.10100446 -0.12304688]
 [-0.00725446 -0.05078125]
 [-0.10100446 -0.125     ]
 [-0.15178571 -0.07226562]
 [-0.14787946 -0.12695312]
 [-0.15178571 -0.07617188]]","[[ 0.27734375 -0.03948103]
 [ 0.27734375 -0.03948103]
 [ 0.23535156 -0.14381168]
 [ 0.23144531 -0.1223273 ]
 [ 0.26269531  0.06907895]
 [ 0.18554688 -0.08830915]
 [ 0.23242188 -0.12737165]
 [ 0.2265625   0.02887835]
 [ 0.18554688 -0.08830915]
 [ 0.23242188 -0.12737165]
 [-0.10351562  0.28083147]
 [-0.15820312  0.2984096 ]
 [-0.03515625  0.19489397]
 [-0.1640625   0.31012835]
 [-0.12304688  0.33551897]
 [-0.05078125  0.26520647]
 [-0.125       0.33942522]
 [-0.07226562  0.31598772]
 [-0.12695312  0.33942522]
 [-0.07617188  0.3296596 ]]","[[-0.00725446 -0.03948103]
 [-0.00725446 -0.03948103]
 [ 0.01798931 -0.14381168]
 [ 0.07267681 -0.1223273 ]
 [ 0.01798931  0.06907895]
 [-0.06194196 -0.08830915]
 [-0.06389509 -0.12737165]
 [-0.00725446  0.02887835]
 [-0.06194196 -0.08830915]
 [-0.06389509 -0.12737165]
 [-0.05412946  0.28083147]
 [-0.00725446  0.2984096 ]
 [-0.00725446  0.19489397]
 [-0.09905134  0.31012835]
 [-0.10100446  0.33551897]
 [-0.00725446  0.26520647]
 [-0.10100446  0.33942522]
 [-0.15178571  0.31598772]
 [-0.14787946  0.33942522]
 [-0.15178571  0.3296596 ]]"
