,xy,yz,xz
0,"[[ 0.03710938  0.05208333]
 [ 0.03710938  0.09700521]
 [-0.01953125 -0.01171875]
 [ 0.0390625   0.03125   ]
 [-0.01953125 -0.01953125]
 [-0.07714844 -0.05175781]
 [-0.02050781 -0.00097656]
 [ 0.09863281  0.03613281]
 [-0.02050781 -0.03808594]
 [-0.02050781  0.00878906]
 [ 0.04003906  0.04589844]
 [ 0.05175781 -0.05403646]
 [-0.05566406 -0.01302083]
 [-0.05371094  0.04361979]
 [ 0.05175781 -0.04231771]
 [ 0.00097656  0.01041667]
 [ 0.00488281  0.05533854]
 [-0.01757812  0.12148438]
 [-0.06070964  0.07307943]
 [ 0.05061849  0.10823568]
 [ 0.04866536  0.02034505]]","[[ 0.05208333 -0.19140625]
 [ 0.09700521 -0.16796875]
 [-0.01171875 -0.02408854]
 [ 0.03125     0.15169271]
 [-0.01953125 -0.12760417]
 [-0.05175781  0.1484375 ]
 [-0.00097656  0.09570312]
 [ 0.03613281  0.12695312]
 [-0.03808594 -0.06445312]
 [ 0.00878906 -0.078125  ]
 [ 0.04589844 -0.22851562]
 [-0.05403646  0.09960938]
 [-0.01302083  0.20507812]
 [ 0.04361979  0.14453125]
 [-0.04231771 -0.109375  ]
 [ 0.01041667 -0.1328125 ]
 [ 0.05533854 -0.20703125]
 [ 0.12148438 -0.15429688]
 [ 0.07307943 -0.16878255]
 [ 0.10823568 -0.11214193]
 [ 0.02034505  0.06363932]]","[[ 0.03710938 -0.19140625]
 [ 0.03710938 -0.16796875]
 [-0.01953125 -0.02408854]
 [ 0.0390625   0.15169271]
 [-0.01953125 -0.12760417]
 [-0.07714844  0.1484375 ]
 [-0.02050781  0.09570312]
 [ 0.09863281  0.12695312]
 [-0.02050781 -0.06445312]
 [-0.02050781 -0.078125  ]
 [ 0.04003906 -0.22851562]
 [ 0.05175781  0.09960938]
 [-0.05566406  0.20507812]
 [-0.05371094  0.14453125]
 [ 0.05175781 -0.109375  ]
 [ 0.00097656 -0.1328125 ]
 [ 0.00488281 -0.20703125]
 [-0.01757812 -0.15429688]
 [-0.06070964 -0.16878255]
 [ 0.05061849 -0.11214193]
 [ 0.04866536  0.06363932]]"
1,"[[-0.00406901  0.09847005]
 [ 0.11116536  0.13557943]
 [-0.00602214  0.07698568]
 [ 0.05061849  0.13167318]
 [-0.06070964  0.19807943]
 [-0.06070964  0.07307943]
 [ 0.05061849  0.10823568]
 [-0.00406901  0.09847005]
 [ 0.11116536  0.13557943]
 [-0.00602214  0.07698568]
 [ 0.05061849  0.13167318]
 [-0.06070964  0.19807943]
 [-0.05578613  0.14990234]
 [ 0.00280762  0.14794922]
 [-0.06070964  0.13167318]
 [-0.00406901  0.05940755]
 [ 0.04866536  0.02034505]
 [-0.06070964  0.13167318]
 [-0.00406901  0.05940755]
 [-0.05773926  0.03857422]
 [-0.05969238 -0.01416016]
 [-0.05773926  0.01318359]
 [-0.05969238 -0.02392578]
 [-0.11437988 -0.00439453]]","[[ 0.09847005 -0.0476888 ]
 [ 0.13557943 -0.03597005]
 [ 0.07698568 -0.20198568]
 [ 0.13167318 -0.29182943]
 [ 0.19807943 -0.0633138 ]
 [ 0.07307943 -0.16878255]
 [ 0.10823568 -0.11214193]
 [ 0.09847005 -0.0476888 ]
 [ 0.13557943 -0.03597005]
 [ 0.07698568 -0.20198568]
 [ 0.13167318 -0.29182943]
 [ 0.19807943 -0.0633138 ]
 [ 0.14990234 -0.04394531]
 [ 0.14794922 -0.05175781]
 [ 0.13167318  0.18277995]
 [ 0.05940755  0.09879557]
 [ 0.02034505  0.06363932]
 [ 0.13167318  0.18277995]
 [ 0.05940755  0.09879557]
 [ 0.03857422  0.13964844]
 [-0.01416016  0.17285156]
 [ 0.01318359  0.27636719]
 [-0.02392578  0.22753906]
 [-0.00439453  0.34863281]]","[[-0.00406901 -0.0476888 ]
 [ 0.11116536 -0.03597005]
 [-0.00602214 -0.20198568]
 [ 0.05061849 -0.29182943]
 [-0.06070964 -0.0633138 ]
 [-0.06070964 -0.16878255]
 [ 0.05061849 -0.11214193]
 [-0.00406901 -0.0476888 ]
 [ 0.11116536 -0.03597005]
 [-0.00602214 -0.20198568]
 [ 0.05061849 -0.29182943]
 [-0.06070964 -0.0633138 ]
 [-0.05578613 -0.04394531]
 [ 0.00280762 -0.05175781]
 [-0.06070964  0.18277995]
 [-0.00406901  0.09879557]
 [ 0.04866536  0.06363932]
 [-0.06070964  0.18277995]
 [-0.00406901  0.09879557]
 [-0.05773926  0.13964844]
 [-0.05969238  0.17285156]
 [-0.05773926  0.27636719]
 [-0.05969238  0.22753906]
 [-0.11437988  0.34863281]]"
2,"[[-0.05969238  0.00537109]
 [-0.05773926  0.04833984]
 [ 0.00576637 -0.07375372]
 [ 0.00771949 -0.02883185]
 [-0.04892113 -0.12062872]
 [ 0.00576637 -0.0874256 ]
 [ 0.00771949 -0.05031622]
 [ 0.00771949  0.00046503]
 [-0.04892113  0.10398065]
 [-0.04892113 -0.12062872]
 [-0.04892113 -0.06594122]
 [-0.04892113 -0.02297247]
 [-0.04892113  0.04929315]
 [-0.04892113  0.09812128]
 [-0.04892113  0.03562128]
 [ 0.00967262  0.0766369 ]
 [ 0.00771949 -0.01320685]
 [ 0.06240699 -0.0171131 ]
 [ 0.00771949  0.03562128]
 [ 0.00967262  0.08249628]
 [ 0.07217262  0.12155878]
 [ 0.12686012  0.06296503]
 [ 0.06045387 -0.06594122]]","[[ 5.37109375e-03  1.46484375e-02]
 [ 4.83398438e-02  6.54296875e-02]
 [-7.37537202e-02  1.86011905e-04]
 [-2.88318452e-02  1.38578869e-02]
 [-1.20628720e-01 -1.76711310e-03]
 [-8.74255952e-02  8.80766369e-02]
 [-5.03162202e-02  1.38857887e-01]
 [ 4.65029762e-04  1.27139137e-01]
 [ 1.03980655e-01  8.22172619e-02]
 [-1.20628720e-01  2.30654762e-01]
 [-6.59412202e-02  2.11123512e-01]
 [-2.29724702e-02  2.28701637e-01]
 [ 4.92931548e-02  1.23232887e-01]
 [ 9.81212798e-02  1.19326637e-01]
 [ 3.56212798e-02 -1.73642113e-01]
 [ 7.66369048e-02 -8.18452381e-02]
 [-1.32068452e-02 -2.75204613e-01]
 [-1.71130952e-02 -1.44345238e-01]
 [ 3.56212798e-02 -1.97079613e-01]
 [ 8.24962798e-02 -2.57626488e-01]
 [ 1.21558780e-01 -9.74702381e-02]
 [ 6.29650298e-02 -2.12983631e-02]
 [-6.59412202e-02 -1.13095238e-01]]","[[-5.96923828e-02  1.46484375e-02]
 [-5.77392578e-02  6.54296875e-02]
 [ 5.76636905e-03  1.86011905e-04]
 [ 7.71949405e-03  1.38578869e-02]
 [-4.89211310e-02 -1.76711310e-03]
 [ 5.76636905e-03  8.80766369e-02]
 [ 7.71949405e-03  1.38857887e-01]
 [ 7.71949405e-03  1.27139137e-01]
 [-4.89211310e-02  8.22172619e-02]
 [-4.89211310e-02  2.30654762e-01]
 [-4.89211310e-02  2.11123512e-01]
 [-4.89211310e-02  2.28701637e-01]
 [-4.89211310e-02  1.23232887e-01]
 [-4.89211310e-02  1.19326637e-01]
 [-4.89211310e-02 -1.73642113e-01]
 [ 9.67261905e-03 -8.18452381e-02]
 [ 7.71949405e-03 -2.75204613e-01]
 [ 6.24069940e-02 -1.44345238e-01]
 [ 7.71949405e-03 -1.97079613e-01]
 [ 9.67261905e-03 -2.57626488e-01]
 [ 7.21726190e-02 -9.74702381e-02]
 [ 1.26860119e-01 -2.12983631e-02]
 [ 6.04538690e-02 -1.13095238e-01]]"
3,"[[ 0.13570602  0.30179398]
 [ 0.06929977  0.09085648]
 [ 0.07125289  0.14554398]
 [ 0.07125289  0.20804398]
 [ 0.13179977  0.25296586]
 [ 0.13570602  0.29788773]
 [ 0.07711227  0.35062211]
 [ 0.06929977  0.07132523]
 [ 0.07125289  0.12015336]
 [ 0.01461227  0.19827836]
 [ 0.13179977  0.25101273]
 [ 0.07515914  0.29593461]
 [ 0.12594039  0.15921586]
 [ 0.12398727  0.11429398]
 [ 0.12594039  0.16116898]
 [ 0.12984664  0.20218461]
 [ 0.19039352  0.24905961]
 [ 0.13570602  0.30179398]
 [-0.01130022  0.02008929]
 [-0.01130022  0.06891741]
 [-0.01130022  0.06696429]
 [-0.01130022  0.01422991]
 [ 0.04338728 -0.13811384]
 [ 0.0453404  -0.07366071]
 [-0.01130022 -0.10881696]]","[[ 0.30179398  0.0099103 ]
 [ 0.09085648  0.34194155]
 [ 0.14554398  0.2989728 ]
 [ 0.20804398  0.1583478 ]
 [ 0.25296586  0.1349103 ]
 [ 0.29788773  0.17787905]
 [ 0.35062211  0.11733218]
 [ 0.07132523  0.4395978 ]
 [ 0.12015336  0.4395978 ]
 [ 0.19827836  0.26576968]
 [ 0.25101273  0.16811343]
 [ 0.29593461  0.23061343]
 [ 0.15921586 -0.05063657]
 [ 0.11429398  0.11537905]
 [ 0.16116898  0.0880353 ]
 [ 0.20218461 -0.1150897 ]
 [ 0.24905961 -0.0447772 ]
 [ 0.30179398  0.0958478 ]
 [ 0.02008929 -0.04785156]
 [ 0.06891741 -0.13378906]
 [ 0.06696429 -0.20410156]
 [ 0.01422991  0.04003906]
 [-0.13811384  0.34667969]
 [-0.07366071  0.28027344]
 [-0.10881696  0.41308594]]","[[ 0.13570602  0.0099103 ]
 [ 0.06929977  0.34194155]
 [ 0.07125289  0.2989728 ]
 [ 0.07125289  0.1583478 ]
 [ 0.13179977  0.1349103 ]
 [ 0.13570602  0.17787905]
 [ 0.07711227  0.11733218]
 [ 0.06929977  0.4395978 ]
 [ 0.07125289  0.4395978 ]
 [ 0.01461227  0.26576968]
 [ 0.13179977  0.16811343]
 [ 0.07515914  0.23061343]
 [ 0.12594039 -0.05063657]
 [ 0.12398727  0.11537905]
 [ 0.12594039  0.0880353 ]
 [ 0.12984664 -0.1150897 ]
 [ 0.19039352 -0.0447772 ]
 [ 0.13570602  0.0958478 ]
 [-0.01130022 -0.04785156]
 [-0.01130022 -0.13378906]
 [-0.01130022 -0.20410156]
 [-0.01130022  0.04003906]
 [ 0.04338728  0.34667969]
 [ 0.0453404   0.28027344]
 [-0.01130022  0.41308594]]"
4,"[[-0.01130022  0.00641741]
 [-0.01130022  0.06696429]
 [ 0.04338728 -0.07952009]
 [ 0.0453404  -0.02678571]
 [ 0.0453404   0.02008929]
 [ 0.06347656  0.04671224]
 [ 0.00097656 -0.09391276]
 [ 0.06347656  0.04671224]
 [ 0.06738281  0.09358724]
 [ 0.06347656  0.04671224]
 [ 0.06738281  0.09358724]
 [-0.05371094 -0.09195964]
 [ 0.05761719 -0.04703776]
 [-0.05371094 -0.00406901]
 [-0.01705729 -0.09127604]
 [ 0.03958333 -0.04244792]
 [ 0.04348958  0.00638021]
 [-0.01315104  0.05520833]
 [ 0.03763021 -0.08932292]
 [ 0.03958333 -0.04049479]
 [-0.07174479  0.00247396]
 [-0.07174479  0.05325521]
 [-0.07174479  0.10208333]
 [-0.01510417 -0.03854167]
 [-0.07174479  0.00052083]
 [-0.07174479  0.04348958]]","[[ 0.00641741  0.10644531]
 [ 0.06696429 -0.02832031]
 [-0.07952009  0.03222656]
 [-0.02678571 -0.07128906]
 [ 0.02008929 -0.17480469]
 [ 0.04671224 -0.02636719]
 [-0.09391276  0.07324219]
 [ 0.04671224 -0.09082031]
 [ 0.09358724  0.01269531]
 [ 0.04671224 -0.07910156]
 [ 0.09358724 -0.07910156]
 [-0.09195964  0.05175781]
 [-0.04703776  0.01855469]
 [-0.00406901  0.13378906]
 [-0.09127604 -0.16015625]
 [-0.04244792 -0.08789062]
 [ 0.00638021  0.04101562]
 [ 0.05520833 -0.0703125 ]
 [-0.08932292 -0.10351562]
 [-0.04049479 -0.05273438]
 [ 0.00247396  0.16992188]
 [ 0.05325521  0.109375  ]
 [ 0.10208333  0.06640625]
 [-0.03854167  0.04882812]
 [ 0.00052083  0.17578125]
 [ 0.04348958  0.21679688]]","[[-0.01130022  0.10644531]
 [-0.01130022 -0.02832031]
 [ 0.04338728  0.03222656]
 [ 0.0453404  -0.07128906]
 [ 0.0453404  -0.17480469]
 [ 0.06347656 -0.02636719]
 [ 0.00097656  0.07324219]
 [ 0.06347656 -0.09082031]
 [ 0.06738281  0.01269531]
 [ 0.06347656 -0.07910156]
 [ 0.06738281 -0.07910156]
 [-0.05371094  0.05175781]
 [ 0.05761719  0.01855469]
 [-0.05371094  0.13378906]
 [-0.01705729 -0.16015625]
 [ 0.03958333 -0.08789062]
 [ 0.04348958  0.04101562]
 [-0.01315104 -0.0703125 ]
 [ 0.03763021 -0.10351562]
 [ 0.03958333 -0.05273438]
 [-0.07174479  0.16992188]
 [-0.07174479  0.109375  ]
 [-0.07174479  0.06640625]
 [-0.01510417  0.04882812]
 [-0.07174479  0.17578125]
 [-0.07174479  0.21679688]]"
5,"[[0.07575335 0.20061384]
 [0.0796596  0.32561384]
 [0.01911272 0.26311384]
 [0.18088942 0.44899339]
 [0.1164363  0.36696214]
 [0.11838942 0.41969651]
 [0.18088942 0.46266526]
 [0.11838942 0.41969651]
 [0.01911272 0.14787946]
 [0.07770647 0.28850446]
 [0.19098772 0.25139509]
 [0.13630022 0.30217634]
 [0.19489397 0.29827009]
 [0.19880022 0.34514509]
 [0.19098772 0.24748884]]","[[ 0.20061384  0.29045759]
 [ 0.32561384  0.14983259]
 [ 0.26311384  0.23577009]
 [ 0.44899339  0.25255409]
 [ 0.36696214  0.20177284]
 [ 0.41969651  0.17247596]
 [ 0.46266526  0.18028846]
 [ 0.41969651  0.16661659]
 [ 0.14787946  0.31194196]
 [ 0.28850446  0.08733259]
 [ 0.25139509 -0.15290179]
 [ 0.30217634 -0.19196429]
 [ 0.29827009 -0.17438616]
 [ 0.34514509 -0.14508929]
 [ 0.24748884 -0.05524554]]","[[ 0.07575335  0.29045759]
 [ 0.0796596   0.14983259]
 [ 0.01911272  0.23577009]
 [ 0.18088942  0.25255409]
 [ 0.1164363   0.20177284]
 [ 0.11838942  0.17247596]
 [ 0.18088942  0.18028846]
 [ 0.11838942  0.16661659]
 [ 0.01911272  0.31194196]
 [ 0.07770647  0.08733259]
 [ 0.19098772 -0.15290179]
 [ 0.13630022 -0.19196429]
 [ 0.19489397 -0.17438616]
 [ 0.19880022 -0.14508929]
 [ 0.19098772 -0.05524554]]"
6,"[[0.23167067 0.37477464]
 [0.29417067 0.42164964]
 [0.30003005 0.46852464]
 [0.21525065 0.38826497]
 [0.0941569  0.25545247]
 [0.09611003 0.3042806 ]
 [0.09611003 0.34724935]
 [0.0394694  0.30232747]
 [0.15470378 0.34724935]
 [0.31876628 0.2730306 ]
 [0.32462565 0.30818685]
 [0.20743815 0.29451497]
 [0.26798503 0.33357747]
 [0.33243815 0.37068685]
 [0.0394694  0.29256185]
 [0.0394694  0.39607747]
 [0.33243815 0.34529622]]","[[ 0.37477464 -0.34705529]
 [ 0.42164964 -0.27869591]
 [ 0.46852464 -0.27674279]
 [ 0.38826497 -0.23868815]
 [ 0.25545247 -0.20939128]
 [ 0.3042806  -0.28556315]
 [ 0.34724935 -0.4066569 ]
 [ 0.30232747 -0.19962565]
 [ 0.34724935 -0.27775065]
 [ 0.2730306  -0.47892253]
 [ 0.30818685 -0.56681315]
 [ 0.29451497 -0.39298503]
 [ 0.33357747 -0.40861003]
 [ 0.37068685 -0.41642253]
 [ 0.29256185 -0.09611003]
 [ 0.39607747 -0.36954753]
 [ 0.34529622 -0.62345378]]","[[ 0.23167067 -0.34705529]
 [ 0.29417067 -0.27869591]
 [ 0.30003005 -0.27674279]
 [ 0.21525065 -0.23868815]
 [ 0.0941569  -0.20939128]
 [ 0.09611003 -0.28556315]
 [ 0.09611003 -0.4066569 ]
 [ 0.0394694  -0.19962565]
 [ 0.15470378 -0.27775065]
 [ 0.31876628 -0.47892253]
 [ 0.32462565 -0.56681315]
 [ 0.20743815 -0.39298503]
 [ 0.26798503 -0.40861003]
 [ 0.33243815 -0.41642253]
 [ 0.0394694  -0.09611003]
 [ 0.0394694  -0.36954753]
 [ 0.33243815 -0.62345378]]"
7,"[[-0.27148438  0.68697599]
 [-0.27148438  0.73385099]
 [-0.16210938  0.58736662]
 [-0.21484375  0.64010099]
 [-0.21484375  0.68697599]
 [-0.21289062  0.73189787]
 [-0.2109375   0.77681974]
 [-0.21484375  0.63228849]
 [-0.27148438  0.68697599]
 [-0.21289062  0.72994474]
 [-0.27148438  0.53463224]
 [-0.27148438  0.56588224]
 [-0.27148438  0.51900724]
 [-0.27148438  0.56392912]
 [-0.21484375  0.63814787]
 [-0.15429688  0.72994474]
 [-0.09960938  0.67721037]
 [ 0.70507812 -1.14114901]
 [ 0.7578125  -1.14114901]
 [ 0.73046875 -1.14114901]
 [ 0.65039062 -1.14114901]
 [ 0.67578125 -1.14114901]]","[[ 0.68697599 -0.302258  ]
 [ 0.73385099 -0.25342988]
 [ 0.58736662 -0.1538205 ]
 [ 0.64010099 -0.22217988]
 [ 0.68697599 -0.22022675]
 [ 0.73189787 -0.20460175]
 [ 0.77681974 -0.13233613]
 [ 0.63228849 -0.10108613]
 [ 0.68697599 -0.2006955 ]
 [ 0.72994474 -0.14796113]
 [ 0.53463224 -0.05616425]
 [ 0.56588224  0.05516387]
 [ 0.51900724  0.05516387]
 [ 0.56392912  0.06297637]
 [ 0.63814787 -0.20460175]
 [ 0.72994474 -0.24561738]
 [ 0.67721037 -0.32374238]
 [-1.14114901  1.29539825]
 [-1.14114901  1.34227325]
 [-1.14114901  1.385242  ]
 [-1.14114901  1.39696075]
 [-1.14114901  1.45946075]]","[[-0.27148438 -0.302258  ]
 [-0.27148438 -0.25342988]
 [-0.16210938 -0.1538205 ]
 [-0.21484375 -0.22217988]
 [-0.21484375 -0.22022675]
 [-0.21289062 -0.20460175]
 [-0.2109375  -0.13233613]
 [-0.21484375 -0.10108613]
 [-0.27148438 -0.2006955 ]
 [-0.21289062 -0.14796113]
 [-0.27148438 -0.05616425]
 [-0.27148438  0.05516387]
 [-0.27148438  0.05516387]
 [-0.27148438  0.06297637]
 [-0.21484375 -0.20460175]
 [-0.15429688 -0.24561738]
 [-0.09960938 -0.32374238]
 [ 0.70507812  1.29539825]
 [ 0.7578125   1.34227325]
 [ 0.73046875  1.385242  ]
 [ 0.65039062  1.39696075]
 [ 0.67578125  1.45946075]]"
8,"[[ 0.7578125  -1.14114901]
 [ 0.73046875 -1.14114901]
 [ 0.70326968 -1.21397569]
 [ 0.64662905 -1.21397569]
 [-0.24399595  0.55946181]
 [-0.18735532  0.55750868]
 [-0.18344907  0.60243056]
 [-0.17954282  0.65125868]
 [-0.17563657  0.69422743]
 [-0.1697772   0.74500868]]","[[-1.14114901  1.31102325]
 [-1.14114901  1.34813262]
 [-1.21397569  1.33543113]
 [-1.21397569  1.35691551]
 [ 0.55946181 -0.52394387]
 [ 0.55750868 -0.48097512]
 [ 0.60243056 -0.52785012]
 [ 0.65125868 -0.46339699]
 [ 0.69422743 -0.52785012]
 [ 0.74500868 -0.46730324]]","[[ 0.7578125   1.31102325]
 [ 0.73046875  1.34813262]
 [ 0.70326968  1.33543113]
 [ 0.64662905  1.35691551]
 [-0.24399595 -0.52394387]
 [-0.18735532 -0.48097512]
 [-0.18344907 -0.52785012]
 [-0.17954282 -0.46339699]
 [-0.17563657 -0.52785012]
 [-0.1697772  -0.46730324]]"
9,"[[-0.13266782  0.55360243]
 [-0.12680845  0.60047743]
 [-0.17954282  0.65321181]
 [ 0.6739728  -1.21397569]
 [ 0.70326968 -1.21397569]
 [ 0.4625651  -1.09423828]
 [ 0.65397135 -1.09423828]
 [ 0.5719401  -1.09423828]
 [ 0.59733073 -1.09423828]
 [ 0.5172526  -1.09423828]
 [ 0.4860026  -1.09423828]
 [ 0.56608073 -1.09423828]
 [ 0.59194155 -1.21397569]
 [ 0.4078776  -1.09423828]
 [ 0.45279948 -1.09423828]
 [-0.34798177  0.73193359]
 [-0.4046224   0.78076172]
 [-0.46126302  0.73388672]
 [-0.4046224   0.77880859]
 [-0.4046224   0.82568359]
 [-0.4046224   0.62841797]
 [-0.4046224   0.68115234]
 [-0.4046224   0.82763672]
 [-0.4046224   0.57958984]]","[[ 0.55360243 -0.42824074]
 [ 0.60047743 -0.41456887]
 [ 0.65321181 -0.37550637]
 [-1.21397569  1.14207176]
 [-1.21397569  1.26121238]
 [-1.09423828  1.0710178 ]
 [-1.09423828  1.1647678 ]
 [-1.09423828  1.06125217]
 [-1.09423828  1.25265842]
 [-1.09423828  1.1335178 ]
 [-1.09423828  1.17648655]
 [-1.09423828  1.20773655]
 [-1.21397569  1.31589988]
 [-1.09423828  1.03000217]
 [-1.09423828  1.28000217]
 [ 0.73193359 -0.4680447 ]
 [ 0.78076172 -0.49343533]
 [ 0.73388672 -0.4836697 ]
 [ 0.77880859 -0.42312283]
 [ 0.82568359 -0.4446072 ]
 [ 0.62841797 -0.3196072 ]
 [ 0.68115234 -0.37820095]
 [ 0.82763672 -0.5852322 ]
 [ 0.57958984 -0.30007595]]","[[-0.13266782 -0.42824074]
 [-0.12680845 -0.41456887]
 [-0.17954282 -0.37550637]
 [ 0.6739728   1.14207176]
 [ 0.70326968  1.26121238]
 [ 0.4625651   1.0710178 ]
 [ 0.65397135  1.1647678 ]
 [ 0.5719401   1.06125217]
 [ 0.59733073  1.25265842]
 [ 0.5172526   1.1335178 ]
 [ 0.4860026   1.17648655]
 [ 0.56608073  1.20773655]
 [ 0.59194155  1.31589988]
 [ 0.4078776   1.03000217]
 [ 0.45279948  1.28000217]
 [-0.34798177 -0.4680447 ]
 [-0.4046224  -0.49343533]
 [-0.46126302 -0.4836697 ]
 [-0.4046224  -0.42312283]
 [-0.4046224  -0.4446072 ]
 [-0.4046224  -0.3196072 ]
 [-0.4046224  -0.37820095]
 [-0.4046224  -0.5852322 ]
 [-0.4046224  -0.30007595]]"
