,xy,yz,xz
0,"[[ 0.05036272  0.07645089]
 [ 0.0265625   0.05791016]
 [ 0.08515625  0.10673828]
 [ 0.0890625   0.15751953]
 [ 0.08515625  0.09892578]
 [ 0.0890625   0.14775391]
 [ 0.03242188  0.13994141]
 [ 0.0265625   0.05791016]
 [ 0.08515625  0.10673828]
 [ 0.0890625   0.15751953]
 [-0.00823103 -0.01729911]
 [ 0.0484096   0.01590402]
 [-0.00823103  0.05496652]
 [-0.00823103  0.09793527]
 [-0.00823103 -0.01534598]
 [ 0.0484096   0.02957589]
 [ 0.1515625   0.20048828]
 [ 0.07929688  0.04619141]
 [ 0.09296875  0.20244141]
 [ 0.15742187  0.24541016]
 [ 0.08515625  0.08525391]
 [ 0.034375    0.19853516]
 [ 0.0890625   0.15947266]]","[[ 0.07645089 -0.15499442]
 [ 0.05791016 -0.05644531]
 [ 0.10673828 -0.11308594]
 [ 0.15751953 -0.17753906]
 [ 0.09892578 -0.04082031]
 [ 0.14775391 -0.06035156]
 [ 0.13994141  0.03144531]
 [ 0.05791016 -0.05644531]
 [ 0.10673828 -0.11308594]
 [ 0.15751953 -0.17753906]
 [-0.01729911 -0.11593192]
 [ 0.01590402  0.02859933]
 [ 0.05496652  0.10086496]
 [ 0.09793527  0.12234933]
 [-0.01534598 -0.14132254]
 [ 0.02957589 -0.25265067]
 [ 0.20048828 -0.25566406]
 [ 0.04619141 -0.00371094]
 [ 0.20244141 -0.13066406]
 [ 0.24541016 -0.22246094]
 [ 0.08525391  0.05292969]
 [ 0.19853516 -0.03886719]
 [ 0.15947266 -0.27324219]]","[[ 0.05036272 -0.15499442]
 [ 0.0265625  -0.05644531]
 [ 0.08515625 -0.11308594]
 [ 0.0890625  -0.17753906]
 [ 0.08515625 -0.04082031]
 [ 0.0890625  -0.06035156]
 [ 0.03242188  0.03144531]
 [ 0.0265625  -0.05644531]
 [ 0.08515625 -0.11308594]
 [ 0.0890625  -0.17753906]
 [-0.00823103 -0.11593192]
 [ 0.0484096   0.02859933]
 [-0.00823103  0.10086496]
 [-0.00823103  0.12234933]
 [-0.00823103 -0.14132254]
 [ 0.0484096  -0.25265067]
 [ 0.1515625  -0.25566406]
 [ 0.07929688 -0.00371094]
 [ 0.09296875 -0.13066406]
 [ 0.15742187 -0.22246094]
 [ 0.08515625  0.05292969]
 [ 0.034375   -0.03886719]
 [ 0.0890625  -0.27324219]]"
1,"[[ 0.07929688  0.04619141]
 [ 0.08515625  0.09892578]
 [ 0.0890625   0.14775391]
 [ 0.07929688  0.03056641]
 [ 0.08515625  0.08525391]
 [ 0.03242188  0.13994141]
 [-0.00130208  0.00390625]
 [-0.00130208  0.00195312]
 [ 0.11588542  0.046875  ]
 [ 0.11664497  0.15733507]]","[[ 0.04619141 -0.00371094]
 [ 0.09892578 -0.04082031]
 [ 0.14775391 -0.06035156]
 [ 0.03056641  0.08808594]
 [ 0.08525391  0.05292969]
 [ 0.13994141  0.03144531]
 [ 0.00390625  0.03125   ]
 [ 0.00195312  0.05078125]
 [ 0.046875   -0.09179688]
 [ 0.15733507 -0.04665799]]","[[ 0.07929688 -0.00371094]
 [ 0.08515625 -0.04082031]
 [ 0.0890625  -0.06035156]
 [ 0.07929688  0.08808594]
 [ 0.08515625  0.05292969]
 [ 0.03242188  0.03144531]
 [-0.00130208  0.03125   ]
 [-0.00130208  0.05078125]
 [ 0.11588542 -0.09179688]
 [ 0.11664497 -0.04665799]]"
2,"[[0.2046751  0.44959077]
 [0.21053447 0.49451265]
 [0.21834697 0.53943452]
 [0.2046751  0.44959077]
 [0.21053447 0.49646577]
 [0.21834697 0.54138765]
 [0.24178447 0.34412202]
 [0.1421751  0.41052827]
 [0.24178447 0.34802827]
 [0.2515501  0.39295015]
 [0.21053447 0.49451265]]","[[ 0.44959077  0.03924851]
 [ 0.49451265  0.02948289]
 [ 0.53943452 -0.03106399]
 [ 0.44959077  0.12909226]
 [ 0.49646577  0.10760789]
 [ 0.54138765  0.10370164]
 [ 0.34412202 -0.01348586]
 [ 0.41052827  0.02948289]
 [ 0.34802827  0.07049851]
 [ 0.39295015  0.09784226]
 [ 0.49451265  0.00409226]]","[[ 0.2046751   0.03924851]
 [ 0.21053447  0.02948289]
 [ 0.21834697 -0.03106399]
 [ 0.2046751   0.12909226]
 [ 0.21053447  0.10760789]
 [ 0.21834697  0.10370164]
 [ 0.24178447 -0.01348586]
 [ 0.1421751   0.02948289]
 [ 0.24178447  0.07049851]
 [ 0.2515501   0.09784226]
 [ 0.21053447  0.00409226]]"
3,"[[-0.23297119  0.41674805]
 [-0.23297119  0.40698242]
 [-0.17047119  0.46362305]
 [-0.29156494  0.3737793 ]
 [-0.23297119  0.4050293 ]
 [-0.23101807  0.45776367]
 [-0.11578369  0.41088867]
 [-0.23492432  0.3737793 ]
 [-0.29156494  0.32104492]
 [-0.29156494  0.36791992]]","[[0.41674805 0.31600952]
 [0.40698242 0.40585327]
 [0.46362305 0.28085327]
 [0.3737793  0.25546265]
 [0.4050293  0.42147827]
 [0.45776367 0.3765564 ]
 [0.41088867 0.2749939 ]
 [0.3737793  0.21444702]
 [0.32104492 0.33944702]
 [0.36791992 0.35116577]]","[[-0.23297119  0.31600952]
 [-0.23297119  0.40585327]
 [-0.17047119  0.28085327]
 [-0.29156494  0.25546265]
 [-0.23297119  0.42147827]
 [-0.23101807  0.3765564 ]
 [-0.11578369  0.2749939 ]
 [-0.23492432  0.21444702]
 [-0.29156494  0.33944702]
 [-0.29156494  0.35116577]]"
4,"[[-0.09362399  0.1594002 ]
 [-0.09362399  0.16330645]
 [-0.01912007  0.1536801 ]
 [ 0.01575101  0.11057208]
 [ 0.01575101  0.17111895]
 [-0.14245212  0.10080645]
 [-0.14635837  0.16330645]
 [-0.14635837  0.1515877 ]
 [-0.09557712  0.19650958]
 [-0.14245212  0.11838458]
 [-0.09557712  0.20432208]]","[[0.1594002  0.29422883]
 [0.16330645 0.27079133]
 [0.1536801  0.24763569]
 [0.11057208 0.32938508]
 [0.17111895 0.22782258]
 [0.10080645 0.34110383]
 [0.16330645 0.23172883]
 [0.1515877  0.31376008]
 [0.19650958 0.35477571]
 [0.11838458 0.21610383]
 [0.20432208 0.31376008]]","[[-0.09362399  0.29422883]
 [-0.09362399  0.27079133]
 [-0.01912007  0.24763569]
 [ 0.01575101  0.32938508]
 [ 0.01575101  0.22782258]
 [-0.14245212  0.34110383]
 [-0.14635837  0.23172883]
 [-0.14635837  0.31376008]
 [-0.09557712  0.35477571]
 [-0.14245212  0.21610383]
 [-0.09557712  0.31376008]]"
5,"[[-0.12452652  0.24325284]
 [-0.12452652  0.19637784]
 [-0.06983902  0.24520597]
 [-0.12452652  0.28817472]
 [-0.12452652  0.19051847]
 [-0.12452652  0.24129972]
 [-0.12452652  0.28817472]
 [-0.12452652  0.15340909]
 [-0.07179214  0.20028409]
 [-0.12452652  0.15145597]
 [-0.12452652  0.13778409]
 [-0.12452652  0.33895597]
 [-0.12452652  0.17879972]
 [-0.23390152  0.24129972]
 [-0.23585464  0.28426847]
 [-0.18116714  0.32723722]
 [-0.12452652  0.38192472]]","[[ 0.24325284 -0.05847538]
 [ 0.19637784 -0.05847538]
 [ 0.24520597 -0.07995975]
 [ 0.28817472 -0.01160038]
 [ 0.19051847  0.00793087]
 [ 0.24129972 -0.0135535 ]
 [ 0.28817472 -0.01941288]
 [ 0.15340909 -0.1698035 ]
 [ 0.20028409 -0.17956913]
 [ 0.15145597 -0.09558475]
 [ 0.13778409  0.06066525]
 [ 0.33895597 -0.07019413]
 [ 0.17879972  0.0958215 ]
 [ 0.24129972 -0.07214725]
 [ 0.28426847 -0.02331913]
 [ 0.32723722  0.0489465 ]
 [ 0.38192472 -0.0291785 ]]","[[-0.12452652 -0.05847538]
 [-0.12452652 -0.05847538]
 [-0.06983902 -0.07995975]
 [-0.12452652 -0.01160038]
 [-0.12452652  0.00793087]
 [-0.12452652 -0.0135535 ]
 [-0.12452652 -0.01941288]
 [-0.12452652 -0.1698035 ]
 [-0.07179214 -0.17956913]
 [-0.12452652 -0.09558475]
 [-0.12452652  0.06066525]
 [-0.12452652 -0.07019413]
 [-0.12452652  0.0958215 ]
 [-0.23390152 -0.07214725]
 [-0.23585464 -0.02331913]
 [-0.18116714  0.0489465 ]
 [-0.12452652 -0.0291785 ]]"
6,"[[ 0.05463325  0.29351128]
 [ 0.11518012  0.38335503]
 [ 0.05463325  0.29351128]
 [ 0.10932075  0.28960503]
 [ 0.113227    0.33648003]
 [ 0.10932075  0.28960503]
 [ 0.05463325  0.33843316]
 [-0.00200738  0.29351128]
 [ 0.11518012  0.37944878]
 [ 0.11908637  0.42827691]
 [-0.00200738  0.24663628]
 [ 0.16986762  0.33257378]
 [-0.00200738  0.28960503]
 [ 0.05658637  0.38335503]
 [-0.00200738  0.34038628]]","[[0.29351128 0.42122396]
 [0.38335503 0.36653646]
 [0.29351128 0.41927083]
 [0.28960503 0.34114583]
 [0.33648003 0.35091146]
 [0.28960503 0.35091146]
 [0.33843316 0.31966146]
 [0.29351128 0.34114583]
 [0.37944878 0.28059896]
 [0.42827691 0.31966146]
 [0.24663628 0.45638021]
 [0.33257378 0.43880208]
 [0.28960503 0.52278646]
 [0.38335503 0.28255208]
 [0.34038628 0.33528646]]","[[ 0.05463325  0.42122396]
 [ 0.11518012  0.36653646]
 [ 0.05463325  0.41927083]
 [ 0.10932075  0.34114583]
 [ 0.113227    0.35091146]
 [ 0.10932075  0.35091146]
 [ 0.05463325  0.31966146]
 [-0.00200738  0.34114583]
 [ 0.11518012  0.28059896]
 [ 0.11908637  0.31966146]
 [-0.00200738  0.45638021]
 [ 0.16986762  0.43880208]
 [-0.00200738  0.52278646]
 [ 0.05658637  0.28255208]
 [-0.00200738  0.33528646]]"
7,"[[-0.06159856  0.07932692]
 [-0.06159856  0.08323317]
 [-0.05769231  0.1242488 ]
 [ 0.00480769  0.16917067]
 [-0.11823918  0.08713942]
 [-0.05769231  0.1320613 ]
 [-0.05378606  0.1789363 ]
 [ 0.03730469  0.07128906]
 [-0.02324219 -0.02050781]
 [ 0.03535156  0.02441406]
 [-0.02324219  0.02636719]
 [-0.02128906  0.06738281]
 [-0.00639205  0.03089489]]","[[ 0.07932692 -0.06685697]
 [ 0.08323317 -0.12740385]
 [ 0.1242488  -0.03170072]
 [ 0.16917067 -0.08834135]
 [ 0.08713942 -0.12545072]
 [ 0.1320613  -0.16841947]
 [ 0.1789363  -0.18990385]
 [ 0.07128906 -0.02695313]
 [-0.02050781 -0.1265625 ]
 [ 0.02441406 -0.13046875]
 [ 0.02636719 -0.13242187]
 [ 0.06738281 -0.20859375]
 [ 0.03089489 -0.00142045]]","[[-0.06159856 -0.06685697]
 [-0.06159856 -0.12740385]
 [-0.05769231 -0.03170072]
 [ 0.00480769 -0.08834135]
 [-0.11823918 -0.12545072]
 [-0.05769231 -0.16841947]
 [-0.05378606 -0.18990385]
 [ 0.03730469 -0.02695313]
 [-0.02324219 -0.1265625 ]
 [ 0.03535156 -0.13046875]
 [-0.02324219 -0.13242187]
 [-0.02128906 -0.20859375]
 [-0.00639205 -0.00142045]]"
8,"[[ 0.1068892   0.00159801]
 [ 0.11274858  0.05433239]
 [-0.00126379 -0.046875  ]
 [ 0.05537684 -0.015625  ]
 [ 0.05928309  0.04296875]
 [ 0.05342371 -0.046875  ]
 [ 0.05537684  0.00195312]
 [ 0.01621094 -0.00371094]
 [ 0.01425781 -0.04472656]
 [ 0.01621094  0.00800781]
 [ 0.15767045 -0.04527699]
 [ 0.16352983 -0.02183949]
 [ 0.11274858  0.06409801]
 [ 0.00264246  0.09960938]
 [ 0.00068934 -0.03710938]
 [-0.05595129  0.02734375]
 [-0.00126379 -0.0390625 ]
 [ 0.00068934  0.01171875]
 [ 0.05928309  0.05664062]
 [ 0.01425781 -0.05058594]]","[[ 0.00159801 -0.15181108]
 [ 0.05433239 -0.12056108]
 [-0.046875   -0.06709559]
 [-0.015625    0.02274816]
 [ 0.04296875 -0.04561121]
 [-0.046875   -0.08662684]
 [ 0.00195312 -0.09834559]
 [-0.00371094  0.01914062]
 [-0.04472656 -0.04335938]
 [ 0.00800781 -0.14492188]
 [-0.04527699 -0.10102983]
 [-0.02183949 -0.22993608]
 [ 0.06409801 -0.03462358]
 [ 0.09960938 -0.10420496]
 [-0.03710938  0.13212316]
 [ 0.02734375  0.06571691]
 [-0.0390625  -0.14522059]
 [ 0.01171875 -0.17647059]
 [ 0.05664062 -0.19600184]
 [-0.05058594  0.01914062]]","[[ 0.1068892  -0.15181108]
 [ 0.11274858 -0.12056108]
 [-0.00126379 -0.06709559]
 [ 0.05537684  0.02274816]
 [ 0.05928309 -0.04561121]
 [ 0.05342371 -0.08662684]
 [ 0.05537684 -0.09834559]
 [ 0.01621094  0.01914062]
 [ 0.01425781 -0.04335938]
 [ 0.01621094 -0.14492188]
 [ 0.15767045 -0.10102983]
 [ 0.16352983 -0.22993608]
 [ 0.11274858 -0.03462358]
 [ 0.00264246 -0.10420496]
 [ 0.00068934  0.13212316]
 [-0.05595129  0.06571691]
 [-0.00126379 -0.14522059]
 [ 0.00068934 -0.17647059]
 [ 0.05928309 -0.19600184]
 [ 0.01425781  0.01914062]]"
9,"[[ 0.01621094 -0.00566406]
 [-0.07486979 -0.01931424]
 [-0.02018229 -0.08767361]
 [-0.01822917  0.02170139]
 [ 0.03645833  0.00802951]
 [-0.02018229 -0.04275174]
 [ 0.03645833  0.00021701]
 [ 0.04036458  0.05295139]
 [-0.02864583  0.02115885]
 [-0.03059896 -0.06477865]
 [ 0.02604167 -0.01595052]
 [ 0.02994792  0.04459635]
 [-0.04394531 -0.04589844]
 [-0.04394531 -0.00292969]
 [ 0.01074219 -0.01464844]
 [ 0.01464844  0.03417969]
 [ 0.07519531  0.07910156]
 [ 0.02734375 -0.01269531]
 [-0.02734375  0.01269531]
 [ 0.01269531 -0.02978516]
 [-0.04199219  0.01708984]
 [ 0.01269531 -0.01806641]
 [ 0.01660156  0.03076172]
 [ 0.01269531 -0.02978516]
 [-0.04199219  0.01708984]
 [ 0.02011719  0.05488281]
 [ 0.02207031  0.10175781]
 [ 0.03645833 -0.04470486]
 [-0.01627604  0.11154514]
 [-0.10058594 -0.06738281]
 [ 0.13378906  0.07128906]
 [-0.04589844 -0.05371094]]","[[-5.66406250e-03  4.06250000e-02]
 [-1.93142361e-02  9.39670139e-02]
 [-8.76736111e-02  1.74045139e-01]
 [ 2.17013889e-02  1.23263889e-01]
 [ 8.02951389e-03 -1.11111111e-01]
 [-4.27517361e-02 -6.42361111e-02]
 [ 2.17013889e-04 -4.86111111e-02]
 [ 5.29513889e-02 -9.93923611e-02]
 [ 2.11588542e-02  1.15559896e-01]
 [-6.47786458e-02  5.30598958e-02]
 [-1.59505208e-02  3.35286458e-02]
 [ 4.45963542e-02 -1.36393229e-01]
 [-4.58984375e-02  1.66748047e-01]
 [-2.92968750e-03  1.90185547e-01]
 [-1.46484375e-02 -3.83300781e-02]
 [ 3.41796875e-02 -6.37207031e-02]
 [ 7.91015625e-02 -9.30175781e-02]
 [-1.26953125e-02  1.06445312e-01]
 [ 1.26953125e-02 -1.06445312e-01]
 [-2.97851562e-02  8.59375000e-02]
 [ 1.70898438e-02  1.05468750e-01]
 [-1.80664062e-02 -2.53906250e-02]
 [ 3.07617188e-02 -1.66015625e-01]
 [-2.97851562e-02  8.59375000e-02]
 [ 1.70898438e-02  1.05468750e-01]
 [ 5.48828125e-02 -1.97656250e-01]
 [ 1.01757813e-01 -2.28906250e-01]
 [-4.47048611e-02  1.83810764e-01]
 [ 1.11545139e-01 -2.51736111e-01]
 [-6.73828125e-02  2.80761719e-02]
 [ 7.12890625e-02 -8.12988281e-02]
 [-5.37109375e-02 -1.08642578e-01]]","[[ 0.01621094  0.040625  ]
 [-0.07486979  0.09396701]
 [-0.02018229  0.17404514]
 [-0.01822917  0.12326389]
 [ 0.03645833 -0.11111111]
 [-0.02018229 -0.06423611]
 [ 0.03645833 -0.04861111]
 [ 0.04036458 -0.09939236]
 [-0.02864583  0.1155599 ]
 [-0.03059896  0.0530599 ]
 [ 0.02604167  0.03352865]
 [ 0.02994792 -0.13639323]
 [-0.04394531  0.16674805]
 [-0.04394531  0.19018555]
 [ 0.01074219 -0.03833008]
 [ 0.01464844 -0.0637207 ]
 [ 0.07519531 -0.09301758]
 [ 0.02734375  0.10644531]
 [-0.02734375 -0.10644531]
 [ 0.01269531  0.0859375 ]
 [-0.04199219  0.10546875]
 [ 0.01269531 -0.02539062]
 [ 0.01660156 -0.16601562]
 [ 0.01269531  0.0859375 ]
 [-0.04199219  0.10546875]
 [ 0.02011719 -0.19765625]
 [ 0.02207031 -0.22890625]
 [ 0.03645833  0.18381076]
 [-0.01627604 -0.25173611]
 [-0.10058594  0.02807617]
 [ 0.13378906 -0.08129883]
 [-0.04589844 -0.10864258]]"
