,xy,yz,xz
0,"[[-0.01841518 -0.10058594]
 [ 0.03627232 -0.05371094]
 [ 0.04017857  0.00878906]
 [-0.01646205 -0.04785156]
 [-0.06919643 -0.00488281]
 [ 0.03627232 -0.04003906]
 [-0.01841518 -0.08105469]
 [-0.04190341 -0.09268466]
 [ 0.01278409 -0.04190341]
 [ 0.01669034  0.00887784]
 [ 0.01278409 -0.05752841]
 [-0.03799716 -0.01455966]
 [-0.01523437 -0.09824219]
 [ 0.03945313 -0.04550781]
 [-0.009375    0.00332031]
 [ 0.04921875  0.04238281]
 [-0.0125558   0.06152344]
 [-0.06919643  0.07910156]
 [ 0.01864347  0.06747159]
 [-0.09268466  0.07333097]
 [ 0.01083097 -0.06534091]]","[[-0.10058594  0.15499442]
 [-0.05371094  0.14522879]
 [ 0.00878906  0.04366629]
 [-0.04785156  0.12765067]
 [-0.00488281  0.16085379]
 [-0.04003906  0.05929129]
 [-0.08105469  0.01632254]
 [-0.09268466  0.08309659]
 [-0.04190341  0.06356534]
 [ 0.00887784  0.04403409]
 [-0.05752841  0.12411222]
 [-0.01455966  0.14950284]
 [-0.09824219  0.11191406]
 [-0.04550781  0.07871094]
 [ 0.00332031  0.09238281]
 [ 0.04238281  0.10996094]
 [ 0.06152344  0.01827567]
 [ 0.07910156  0.21554129]
 [ 0.06747159 -0.01065341]
 [ 0.07333097  0.19051847]
 [-0.06534091 -0.07315341]]","[[-0.01841518  0.15499442]
 [ 0.03627232  0.14522879]
 [ 0.04017857  0.04366629]
 [-0.01646205  0.12765067]
 [-0.06919643  0.16085379]
 [ 0.03627232  0.05929129]
 [-0.01841518  0.01632254]
 [-0.04190341  0.08309659]
 [ 0.01278409  0.06356534]
 [ 0.01669034  0.04403409]
 [ 0.01278409  0.12411222]
 [-0.03799716  0.14950284]
 [-0.01523437  0.11191406]
 [ 0.03945313  0.07871094]
 [-0.009375    0.09238281]
 [ 0.04921875  0.10996094]
 [-0.0125558   0.01827567]
 [-0.06919643  0.21554129]
 [ 0.01864347 -0.01065341]
 [-0.09268466  0.19051847]
 [ 0.01083097 -0.07315341]]"
1,"[[-0.009375   -0.01621094]
 [-0.06601562 -0.05527344]
 [-0.04003906 -0.03873698]
 [-0.03613281  0.00423177]
 [ 0.07714844  0.03548177]
 [-0.01513672 -0.05273438]
 [-0.01123047  0.01953125]
 [-0.01513672 -0.05273438]
 [-0.01123047  0.01953125]
 [ 0.01692708 -0.05924479]
 [ 0.04335938  0.04238281]
 [-0.01328125 -0.00253906]
 [ 0.04335938  0.03847656]
 [ 0.01269531 -0.05045573]
 [-0.03613281  0.00227865]
 [ 0.02246094  0.04720052]
 [-0.01513672 -0.00390625]
 [ 0.04150391  0.03710938]
 [-0.01513672 -0.00390625]
 [ 0.04150391  0.03710938]
 [-0.06210937  0.09121094]]","[[-0.01621094  0.16855469]
 [-0.05527344  0.13925781]
 [-0.03873698  0.0608724 ]
 [ 0.00423177  0.13704427]
 [ 0.03548177  0.19563802]
 [-0.05273438  0.17773438]
 [ 0.01953125  0.06445312]
 [-0.05273438  0.17773438]
 [ 0.01953125  0.06445312]
 [-0.05924479  0.09309896]
 [ 0.04238281 -0.21621094]
 [-0.00253906 -0.18496094]
 [ 0.03847656 -0.16152344]
 [-0.05045573 -0.1500651 ]
 [ 0.00227865 -0.14615885]
 [ 0.04720052 -0.09733073]
 [-0.00390625 -0.13085938]
 [ 0.03710938 -0.11132812]
 [-0.00390625 -0.13085938]
 [ 0.03710938 -0.11132812]
 [ 0.09121094 -0.13808594]]","[[-0.009375    0.16855469]
 [-0.06601562  0.13925781]
 [-0.04003906  0.0608724 ]
 [-0.03613281  0.13704427]
 [ 0.07714844  0.19563802]
 [-0.01513672  0.17773438]
 [-0.01123047  0.06445312]
 [-0.01513672  0.17773438]
 [-0.01123047  0.06445312]
 [ 0.01692708  0.09309896]
 [ 0.04335938 -0.21621094]
 [-0.01328125 -0.18496094]
 [ 0.04335938 -0.16152344]
 [ 0.01269531 -0.1500651 ]
 [-0.03613281 -0.14615885]
 [ 0.02246094 -0.09733073]
 [-0.01513672 -0.13085938]
 [ 0.04150391 -0.11132812]
 [-0.01513672 -0.13085938]
 [ 0.04150391 -0.11132812]
 [-0.06210937 -0.13808594]]"
2,"[[ 0.01888021  0.04622396]
 [ 0.015625   -0.02278646]
 [-0.03515625  0.03580729]
 [ 0.02539062 -0.00488281]
 [ 0.02539062 -0.00488281]
 [-0.01513672 -0.00830078]
 [ 0.04150391  0.03466797]
 [ 0.02734375  0.04785156]
 [-0.03580729  0.01302083]
 [ 0.01953125 -0.01302083]
 [ 0.08203125  0.03808594]
 [ 0.08203125  0.03808594]
 [ 0.04150391  0.01318359]
 [-0.06523437  0.05585938]
 [-0.00859375  0.10664063]
 [ 0.04414063  0.00117188]]","[[ 0.04622396 -0.11979167]
 [-0.02278646 -0.02994792]
 [ 0.03580729 -0.05729167]
 [-0.00488281 -0.12548828]
 [-0.00488281 -0.12548828]
 [-0.00830078 -0.07763672]
 [ 0.03466797 -0.09326172]
 [ 0.04785156 -0.17285156]
 [ 0.01302083  0.02669271]
 [-0.01302083  0.08723958]
 [ 0.03808594 -0.23486328]
 [ 0.03808594 -0.23486328]
 [ 0.01318359  0.05517578]
 [ 0.05585938 -0.11875   ]
 [ 0.10664063 -0.25742188]
 [ 0.00117188 -0.07578125]]","[[ 0.01888021 -0.11979167]
 [ 0.015625   -0.02994792]
 [-0.03515625 -0.05729167]
 [ 0.02539062 -0.12548828]
 [ 0.02539062 -0.12548828]
 [-0.01513672 -0.07763672]
 [ 0.04150391 -0.09326172]
 [ 0.02734375 -0.17285156]
 [-0.03580729  0.02669271]
 [ 0.01953125  0.08723958]
 [ 0.08203125 -0.23486328]
 [ 0.08203125 -0.23486328]
 [ 0.04150391  0.05517578]
 [-0.06523437 -0.11875   ]
 [-0.00859375 -0.25742188]
 [ 0.04414063 -0.07578125]]"
3,"[[0.05703125 0.18417969]
 [0.05703125 0.13339844]
 [0.05703125 0.18417969]
 [0.11367188 0.23105469]
 [0.05703125 0.18417969]
 [0.11367188 0.22519531]
 [0.11367188 0.09042969]
 [0.05703125 0.17636719]
 [0.11367188 0.27597656]
 [0.05703125 0.13535156]
 [0.11367188 0.27792969]
 [0.11367188 0.18222656]
 [0.11367188 0.23105469]
 [0.00234375 0.13339844]
 [0.11367188 0.22519531]
 [0.0250651  0.05023872]]","[[ 0.18417969 -0.02753906]
 [ 0.13339844 -0.09980469]
 [ 0.18417969  0.00761719]
 [ 0.23105469 -0.05878906]
 [ 0.18417969 -0.02753906]
 [ 0.22519531 -0.15644531]
 [ 0.09042969 -0.05097656]
 [ 0.17636719 -0.16816406]
 [ 0.27597656 -0.11933594]
 [ 0.13535156  0.06035156]
 [ 0.27792969 -0.05878906]
 [ 0.18222656  0.08574219]
 [ 0.23105469  0.02519531]
 [ 0.13339844  0.01347656]
 [ 0.22519531 -0.15644531]
 [ 0.05023872 -0.15668403]]","[[ 0.05703125 -0.02753906]
 [ 0.05703125 -0.09980469]
 [ 0.05703125  0.00761719]
 [ 0.11367188 -0.05878906]
 [ 0.05703125 -0.02753906]
 [ 0.11367188 -0.15644531]
 [ 0.11367188 -0.05097656]
 [ 0.05703125 -0.16816406]
 [ 0.11367188 -0.11933594]
 [ 0.05703125  0.06035156]
 [ 0.11367188 -0.05878906]
 [ 0.11367188  0.08574219]
 [ 0.11367188  0.02519531]
 [ 0.00234375  0.01347656]
 [ 0.11367188 -0.15644531]
 [ 0.0250651  -0.15668403]]"
4,"[[-0.0296224  -0.08062066]
 [-0.03157552  0.01508247]
 [-0.04743304 -0.03041295]
 [-0.04743304 -0.03236607]
 [-0.03157552 -0.03374566]
 [ 0.0250651  -0.08843316]
 [-0.08626302 -0.04155816]
 [-0.09016927  0.00726997]
 [ 0.0250651   0.06195747]
 [ 0.00920759 -0.07533482]
 [-0.05133929  0.01646205]
 [-0.05133929  0.01646205]
 [-0.10407366 -0.0421317 ]
 [ 0.0250651   0.05609809]
 [ 0.0250651  -0.03960503]
 [ 0.06389509  0.0594308 ]
 [ 0.06389509  0.06138393]
 [ 0.06389509  0.00864955]
 [-0.00574449 -0.02745864]
 [-0.00574449  0.01551011]
 [ 0.0250651   0.10101997]
 [ 0.0250651   0.10492622]
 [ 0.0250651  -0.08843316]
 [-0.03157552 -0.00640191]
 [-0.09821429 -0.0890067 ]
 [ 0.06389509  0.1063058 ]
 [ 0.00725446 -0.04603795]]","[[-0.08062066  0.14409722]
 [ 0.01508247  0.0952691 ]
 [-0.03041295  0.07170759]
 [-0.03236607  0.16155134]
 [-0.03374566  0.1187066 ]
 [-0.08843316  0.23980035]
 [-0.04155816  0.21050347]
 [ 0.00726997  0.17534722]
 [ 0.06195747  0.03862847]
 [-0.07533482  0.12444196]
 [ 0.01646205  0.00530134]
 [ 0.01646205  0.14006696]
 [-0.0421317   0.23772321]
 [ 0.05609809 -0.0922309 ]
 [-0.03960503 -0.11176215]
 [ 0.0594308  -0.10407366]
 [ 0.06138393 -0.07868304]
 [ 0.00864955 -0.12165179]
 [-0.02745864 -0.10144761]
 [ 0.01551011 -0.14832261]
 [ 0.10101997 -0.12152778]
 [ 0.10492622 -0.04926215]
 [-0.08843316 -0.1156684 ]
 [-0.00640191 -0.20746528]
 [-0.0890067  -0.09626116]
 [ 0.1063058  -0.10016741]
 [-0.04603795 -0.17438616]]","[[-0.0296224   0.14409722]
 [-0.03157552  0.0952691 ]
 [-0.04743304  0.07170759]
 [-0.04743304  0.16155134]
 [-0.03157552  0.1187066 ]
 [ 0.0250651   0.23980035]
 [-0.08626302  0.21050347]
 [-0.09016927  0.17534722]
 [ 0.0250651   0.03862847]
 [ 0.00920759  0.12444196]
 [-0.05133929  0.00530134]
 [-0.05133929  0.14006696]
 [-0.10407366  0.23772321]
 [ 0.0250651  -0.0922309 ]
 [ 0.0250651  -0.11176215]
 [ 0.06389509 -0.10407366]
 [ 0.06389509 -0.07868304]
 [ 0.06389509 -0.12165179]
 [-0.00574449 -0.10144761]
 [-0.00574449 -0.14832261]
 [ 0.0250651  -0.12152778]
 [ 0.0250651  -0.04926215]
 [ 0.0250651  -0.1156684 ]
 [-0.03157552 -0.20746528]
 [-0.09821429 -0.09626116]
 [ 0.06389509 -0.10016741]
 [ 0.00725446 -0.17438616]]"
5,"[[-0.02879607  0.20517829]
 [-0.02879607  0.25205329]
 [ 0.0313151   0.23216146]
 [-0.02879607  0.15635016]
 [ 0.03370393  0.25400641]
 [-0.02879607  0.29892829]
 [-0.02879607  0.20713141]
 [-0.0233724   0.19114583]
 [ 0.08990885  0.27317708]
 [-0.02141927  0.22825521]
 [-0.01751302  0.27513021]]","[[ 0.20517829 -0.08463542]
 [ 0.25205329 -0.07682292]
 [ 0.23216146 -0.1077474 ]
 [ 0.15635016 -0.11002604]
 [ 0.25400641 -0.04947917]
 [ 0.29892829 -0.09635417]
 [ 0.20713141 -0.06315104]
 [ 0.19114583 -0.18782552]
 [ 0.27317708 -0.0921224 ]
 [ 0.22825521 -0.00227865]
 [ 0.27513021 -0.01009115]]","[[-0.02879607 -0.08463542]
 [-0.02879607 -0.07682292]
 [ 0.0313151  -0.1077474 ]
 [-0.02879607 -0.11002604]
 [ 0.03370393 -0.04947917]
 [-0.02879607 -0.09635417]
 [-0.02879607 -0.06315104]
 [-0.0233724  -0.18782552]
 [ 0.08990885 -0.0921224 ]
 [-0.02141927 -0.00227865]
 [-0.01751302 -0.01009115]]"
6,"[[0.13161892 0.12326389]
 [0.09570312 0.15265214]
 [0.10546875 0.19757401]
 [0.1953125  0.08233964]
 [0.09570312 0.15069901]
 [0.10546875 0.19757401]
 [0.140625   0.09405839]
 [0.16677517 0.02170139]
 [0.1218533  0.07834201]
 [0.07302517 0.13302951]]","[[ 0.12326389 -0.22623698]
 [ 0.15265214 -0.27744655]
 [ 0.19757401 -0.27549342]
 [ 0.08233964 -0.28330592]
 [ 0.15069901 -0.16025905]
 [ 0.19757401 -0.18174342]
 [ 0.09405839 -0.2657278 ]
 [ 0.02170139 -0.17154948]
 [ 0.07834201 -0.13248698]
 [ 0.13302951 -0.13834635]]","[[ 0.13161892 -0.22623698]
 [ 0.09570312 -0.27744655]
 [ 0.10546875 -0.27549342]
 [ 0.1953125  -0.28330592]
 [ 0.09570312 -0.16025905]
 [ 0.10546875 -0.18174342]
 [ 0.140625   -0.2657278 ]
 [ 0.16677517 -0.17154948]
 [ 0.1218533  -0.13248698]
 [ 0.07302517 -0.13834635]]"
7,"[[-0.00472005  0.04101562]
 [-0.00472005 -0.00195312]
 [-0.0633138   0.046875  ]
 [ 0.02525112  0.0171596 ]
 [ 0.02525112  0.06208147]
 [ 0.06223958 -0.04335938]
 [ 0.00950521  0.01132812]
 [-0.00472005 -0.0625    ]
 [-0.00472005 -0.01757812]
 [ 0.16715495 -0.01367188]
 [-0.06136068  0.00390625]
 [-0.00472005 -0.04296875]
 [-0.14271763  0.01325335]
 [-0.08998326  0.05817522]
 [ 0.02525112  0.10505022]
 [ 0.13071987 -0.08830915]
 [ 0.13462612 -0.05705915]
 [-0.03138951 -0.00237165]
 [-0.08998326  0.05231585]]","[[ 0.04101562  0.11735026]
 [-0.00195312  0.06852214]
 [ 0.046875    0.04313151]
 [ 0.0171596   0.0594308 ]
 [ 0.06208147  0.0828683 ]
 [-0.04335938  0.12955729]
 [ 0.01132812  0.08463542]
 [-0.0625      0.19156901]
 [-0.01757812  0.20524089]
 [-0.01367188  0.11539714]
 [ 0.00390625 -0.06429036]
 [-0.04296875 -0.00960286]
 [ 0.01325335  0.03013393]
 [ 0.05817522  0.07700893]
 [ 0.10505022  0.10435268]
 [-0.08830915  0.11021205]
 [-0.05705915  0.2000558 ]
 [-0.00237165  0.17271205]
 [ 0.05231585  0.11607143]]","[[-0.00472005  0.11735026]
 [-0.00472005  0.06852214]
 [-0.0633138   0.04313151]
 [ 0.02525112  0.0594308 ]
 [ 0.02525112  0.0828683 ]
 [ 0.06223958  0.12955729]
 [ 0.00950521  0.08463542]
 [-0.00472005  0.19156901]
 [-0.00472005  0.20524089]
 [ 0.16715495  0.11539714]
 [-0.06136068 -0.06429036]
 [-0.00472005 -0.00960286]
 [-0.14271763  0.03013393]
 [-0.08998326  0.07700893]
 [ 0.02525112  0.10435268]
 [ 0.13071987  0.11021205]
 [ 0.13462612  0.2000558 ]
 [-0.03138951  0.17271205]
 [-0.08998326  0.11607143]]"
8,"[[ 0.05397727  0.01535866]
 [ 0.00319602  0.03293679]
 [ 0.1106179   0.03684304]
 [ 0.05202415 -0.03844105]
 [ 0.05397727  0.0279652 ]
 [ 0.05202415 -0.0423473 ]
 [ 0.05397727  0.00843395]
 [ 0.05788352  0.0748402 ]
 [ 0.00319602  0.05530895]
 [ 0.05202415 -0.03737571]
 [ 0.05788352  0.07004616]
 [-0.05149148 -0.01003196]
 [ 0.1106179   0.07288707]
 [ 0.05983665  0.14124645]
 [ 0.0012429  -0.01305043]]","[[ 0.01535866  0.21271307]
 [ 0.03293679  0.33185369]
 [ 0.03684304  0.29474432]
 [-0.03844105  0.29882812]
 [ 0.0279652   0.22851562]
 [-0.0423473   0.30664062]
 [ 0.00843395  0.29882812]
 [ 0.0748402   0.22851562]
 [ 0.05530895  0.31445312]
 [-0.03737571  0.23029119]
 [ 0.07004616  0.18927557]
 [-0.01003196  0.31232244]
 [ 0.07288707  0.21484375]
 [ 0.14124645  0.13671875]
 [-0.01305043  0.38476562]]","[[ 0.05397727  0.21271307]
 [ 0.00319602  0.33185369]
 [ 0.1106179   0.29474432]
 [ 0.05202415  0.29882812]
 [ 0.05397727  0.22851562]
 [ 0.05202415  0.30664062]
 [ 0.05397727  0.29882812]
 [ 0.05788352  0.22851562]
 [ 0.00319602  0.31445312]
 [ 0.05202415  0.23029119]
 [ 0.05788352  0.18927557]
 [-0.05149148  0.31232244]
 [ 0.1106179   0.21484375]
 [ 0.05983665  0.13671875]
 [ 0.0012429   0.38476562]]"
