,xy,yz,xz
0,"[[ 0.02734375 -0.02490234]
 [-0.02734375  0.02001953]
 [ 0.02734375 -0.02490234]
 [-0.02734375  0.02001953]
 [ 0.00130208 -0.00325521]
 [-0.0234375   0.07790799]
 [ 0.02978516  0.01416016]
 [-0.08544922  0.01806641]
 [ 0.02734375 -0.02099609]
 [ 0.02734375 -0.02099609]
 [-0.00260417 -0.05989583]
 [-0.05533854  0.05338542]
 [ 0.05403646 -0.05598958]
 [-0.078125    0.07204861]
 [-0.01953125  0.12478299]
 [-0.078125    0.08181424]
 [-0.01953125  0.11697049]
 [ 0.02587891 -0.03662109]]","[[-0.02490234  0.06396484]
 [ 0.02001953  0.15771484]
 [-0.02490234  0.06396484]
 [ 0.02001953  0.15771484]
 [-0.00325521  0.08789062]
 [ 0.07790799  0.01844618]
 [ 0.01416016  0.00634766]
 [ 0.01806641  0.08447266]
 [-0.02099609 -0.06103516]
 [-0.02099609 -0.06103516]
 [-0.05989583  0.14648438]
 [ 0.05338542  0.00976562]
 [-0.05598958  0.0859375 ]
 [ 0.07204861  0.12782118]
 [ 0.12478299 -0.08311632]
 [ 0.08181424 -0.07335069]
 [ 0.11697049  0.11610243]
 [-0.03662109  0.10791016]]","[[ 0.02734375  0.06396484]
 [-0.02734375  0.15771484]
 [ 0.02734375  0.06396484]
 [-0.02734375  0.15771484]
 [ 0.00130208  0.08789062]
 [-0.0234375   0.01844618]
 [ 0.02978516  0.00634766]
 [-0.08544922  0.08447266]
 [ 0.02734375 -0.06103516]
 [ 0.02734375 -0.06103516]
 [-0.00260417  0.14648438]
 [-0.05533854  0.00976562]
 [ 0.05403646  0.0859375 ]
 [-0.078125    0.12782118]
 [-0.01953125 -0.08311632]
 [-0.078125   -0.07335069]
 [-0.01953125  0.11610243]
 [ 0.02587891  0.10791016]]"
1,"[[ 0.02587891 -0.03662109]
 [ 0.02978516  0.01416016]
 [ 0.          0.        ]
 [ 0.02018229  0.01497396]
 [ 0.01627604 -0.03190104]
 [-0.03645833  0.01692708]
 [-0.00260417 -0.03417969]
 [-0.00065104  0.01269531]
 [-0.0378418  -0.01831055]
 [ 0.02270508  0.03442383]
 [ 0.02661133  0.08129883]
 [ 0.01879883 -0.01245117]
 [ 0.01269531 -0.03320312]
 [-0.04199219  0.02734375]
 [ 0.01269531 -0.01953125]
 [ 0.01269531 -0.03320312]
 [-0.04199219  0.02734375]
 [ 0.01269531 -0.01953125]
 [ 0.         -0.03027344]
 [ 0.          0.03027344]
 [-0.01702009 -0.03459821]
 [ 0.02978516  0.00439453]
 [-0.08544922  0.01806641]
 [-0.02929688 -0.03320312]
 [ 0.02929688  0.03320312]
 [-0.00065104 -0.00097656]
 [ 0.00325521  0.05371094]
 [-0.03979492 -0.0690918 ]
 [ 0.01660156  0.02539062]
 [ 0.01660156  0.02539062]]","[[-0.03662109  0.10791016]
 [ 0.01416016  0.00634766]
 [ 0.          0.        ]
 [ 0.01497396  0.00130208]
 [-0.03190104  0.04231771]
 [ 0.01692708 -0.04361979]
 [-0.03417969  0.01822917]
 [ 0.01269531 -0.08528646]
 [-0.01831055  0.14916992]
 [ 0.03442383 -0.03637695]
 [ 0.08129883 -0.02075195]
 [-0.01245117 -0.03051758]
 [-0.03320312  0.15087891]
 [ 0.02734375  0.04345703]
 [-0.01953125 -0.02685547]
 [-0.03320312  0.15087891]
 [ 0.02734375  0.04345703]
 [-0.01953125 -0.02685547]
 [-0.03027344  0.05371094]
 [ 0.03027344 -0.05371094]
 [-0.03459821  0.0594308 ]
 [ 0.00439453 -0.19873047]
 [ 0.01806641  0.08447266]
 [-0.03320312  0.19726562]
 [ 0.03320312 -0.19726562]
 [-0.00097656  0.19596354]
 [ 0.05371094 -0.18880208]
 [-0.0690918   0.18041992]
 [ 0.02539062 -0.16748047]
 [ 0.02539062 -0.16748047]]","[[ 0.02587891  0.10791016]
 [ 0.02978516  0.00634766]
 [ 0.          0.        ]
 [ 0.02018229  0.00130208]
 [ 0.01627604  0.04231771]
 [-0.03645833 -0.04361979]
 [-0.00260417  0.01822917]
 [-0.00065104 -0.08528646]
 [-0.0378418   0.14916992]
 [ 0.02270508 -0.03637695]
 [ 0.02661133 -0.02075195]
 [ 0.01879883 -0.03051758]
 [ 0.01269531  0.15087891]
 [-0.04199219  0.04345703]
 [ 0.01269531 -0.02685547]
 [ 0.01269531  0.15087891]
 [-0.04199219  0.04345703]
 [ 0.01269531 -0.02685547]
 [ 0.          0.05371094]
 [ 0.         -0.05371094]
 [-0.01702009  0.0594308 ]
 [ 0.02978516 -0.19873047]
 [-0.08544922  0.08447266]
 [-0.02929688  0.19726562]
 [ 0.02929688 -0.19726562]
 [-0.00065104  0.19596354]
 [ 0.00325521 -0.18880208]
 [-0.03979492  0.18041992]
 [ 0.01660156 -0.16748047]
 [ 0.01660156 -0.16748047]]"
2,"[[ 0.04157366  0.01618304]
 [-0.01506696  0.06891741]
 [-0.00976562  0.028125  ]
 [ 0.05524554  0.08091518]
 [ 0.06420898  0.10717773]
 [-0.01506696  0.06501116]
 [ 0.04157366  0.02204241]
 [-0.01367188 -0.02460938]
 [-0.00976562  0.0359375 ]
 [ 0.05078125  0.08085937]
 [-0.015625   -0.05585938]
 [ 0.04296875 -0.00898438]
 [ 0.05915179  0.1297433 ]
 [ 0.11969866  0.17075893]
 [-0.00146484 -0.04541016]
 [ 0.05712891  0.00146484]
 [-0.00146484  0.00537109]
 [-0.05419922  0.03857422]
 [ 0.00366211  0.04272461]
 [ 0.12670898  0.14624023]
 [ 0.01342773  0.20483398]]","[[ 0.01618304  0.00279018]
 [ 0.06891741 -0.03822545]
 [ 0.028125    0.0703125 ]
 [ 0.08091518 -0.11439732]
 [ 0.10717773 -0.06005859]
 [ 0.06501116  0.01060268]
 [ 0.02204241 -0.13002232]
 [-0.02460938  0.10546875]
 [ 0.0359375  -0.015625  ]
 [ 0.08085937 -0.02734375]
 [-0.05585938 -0.02929688]
 [-0.00898438 -0.15820312]
 [ 0.1297433  -0.17299107]
 [ 0.17075893 -0.1280692 ]
 [-0.04541016  0.11035156]
 [ 0.00146484  0.09863281]
 [ 0.00537109 -0.16503906]
 [ 0.03857422 -0.04394531]
 [ 0.04272461  0.17236328]
 [ 0.14624023 -0.14404297]
 [ 0.20483398 -0.06396484]]","[[ 0.04157366  0.00279018]
 [-0.01506696 -0.03822545]
 [-0.00976562  0.0703125 ]
 [ 0.05524554 -0.11439732]
 [ 0.06420898 -0.06005859]
 [-0.01506696  0.01060268]
 [ 0.04157366 -0.13002232]
 [-0.01367188  0.10546875]
 [-0.00976562 -0.015625  ]
 [ 0.05078125 -0.02734375]
 [-0.015625   -0.02929688]
 [ 0.04296875 -0.15820312]
 [ 0.05915179 -0.17299107]
 [ 0.11969866 -0.1280692 ]
 [-0.00146484  0.11035156]
 [ 0.05712891  0.09863281]
 [-0.00146484 -0.16503906]
 [-0.05419922 -0.04394531]
 [ 0.00366211  0.17236328]
 [ 0.12670898 -0.14404297]
 [ 0.01342773 -0.06396484]]"
3,"[[-1.06602823e-01  1.26008065e-04]
 [-3.22265625e-02 -1.51367188e-02]
 [-1.59337198e-01 -9.36239919e-02]
 [-1.08555948e-01 -5.06552419e-02]
 [-1.06602823e-01 -1.82711694e-03]
 [-1.08555948e-01 -9.36239919e-02]
 [-1.08555948e-01 -4.67489919e-02]
 [-1.04649698e-01  4.70010081e-02]
 [-1.59337198e-01 -4.87021169e-02]
 [-1.06602823e-01 -1.82711694e-03]
 [-1.59337198e-01  4.50478831e-02]
 [-4.80090726e-02  8.99697581e-02]]","[[ 0.00012601  0.01127772]
 [-0.01513672  0.1003418 ]
 [-0.09362399 -0.0453629 ]
 [-0.05065524 -0.09419103]
 [-0.00182712 -0.08637853]
 [-0.09362399 -0.03364415]
 [-0.04674899 -0.01020665]
 [ 0.04700101  0.03080897]
 [-0.04870212  0.0718246 ]
 [-0.00182712  0.08940272]
 [ 0.04504788  0.07573085]
 [ 0.08996976 -0.0063004 ]]","[[-0.10660282  0.01127772]
 [-0.03222656  0.1003418 ]
 [-0.1593372  -0.0453629 ]
 [-0.10855595 -0.09419103]
 [-0.10660282 -0.08637853]
 [-0.10855595 -0.03364415]
 [-0.10855595 -0.01020665]
 [-0.1046497   0.03080897]
 [-0.1593372   0.0718246 ]
 [-0.10660282  0.08940272]
 [-0.1593372   0.07573085]
 [-0.04800907 -0.0063004 ]]"
4,"[[-0.02611607 -0.02868304]
 [-0.02416295  0.01037946]
 [-0.05386845 -0.00378024]
 [-0.0499622   0.03528226]
 [ 0.00863155  0.07434476]
 [-0.08080357  0.06311384]
 [-0.08080357 -0.03258929]
 [ 0.02466518 -0.07360491]
 [ 0.02857143 -0.02868304]
 [ 0.02466518 -0.08922991]
 [ 0.02857143 -0.03844866]
 [ 0.03052455 -0.00329241]]","[[-0.02868304  0.09051339]
 [ 0.01037946  0.16082589]
 [-0.00378024 -0.02387853]
 [ 0.03528226  0.17729335]
 [ 0.07434476  0.20268397]
 [ 0.06311384  0.12371652]
 [-0.03258929  0.14715402]
 [-0.07360491  0.02996652]
 [-0.02868304  0.05535714]
 [-0.08922991  0.18621652]
 [-0.03844866  0.16082589]
 [-0.00329241  0.24481027]]","[[-0.02611607  0.09051339]
 [-0.02416295  0.16082589]
 [-0.05386845 -0.02387853]
 [-0.0499622   0.17729335]
 [ 0.00863155  0.20268397]
 [-0.08080357  0.12371652]
 [-0.08080357  0.14715402]
 [ 0.02466518  0.02996652]
 [ 0.02857143  0.05535714]
 [ 0.02466518  0.18621652]
 [ 0.02857143  0.16082589]
 [ 0.03052455  0.24481027]]"
5,"[[-0.11073023  0.43961256]
 [-0.1634646   0.49820631]
 [-0.12049585  0.35367506]
 [-0.1165896   0.38297194]
 [-0.16737085  0.43180006]
 [-0.22205835  0.50211256]
 [-0.22010523  0.54508131]
 [-0.17323023  0.35367506]
 [-0.16932398  0.40640944]
 [-0.11073023  0.44937819]
 [-0.10682398  0.49820631]
 [-0.10291773  0.54508131]
 [-0.17323023  0.34390944]
 [-0.1165896   0.39078444]
 [-0.10291773  0.53922194]
 [-0.2181521   0.59586256]]","[[0.43961256 0.27124522]
 [0.49820631 0.20093272]
 [0.35367506 0.18726084]
 [0.38297194 0.33179209]
 [0.43180006 0.35327647]
 [0.50211256 0.17944834]
 [0.54508131 0.22241709]
 [0.35367506 0.23022959]
 [0.40640944 0.17749522]
 [0.44937819 0.16772959]
 [0.49820631 0.13062022]
 [0.54508131 0.14624522]
 [0.34390944 0.30835459]
 [0.39078444 0.28687022]
 [0.53922194 0.22241709]
 [0.59586256 0.18921397]]","[[-0.11073023  0.27124522]
 [-0.1634646   0.20093272]
 [-0.12049585  0.18726084]
 [-0.1165896   0.33179209]
 [-0.16737085  0.35327647]
 [-0.22205835  0.17944834]
 [-0.22010523  0.22241709]
 [-0.17323023  0.23022959]
 [-0.16932398  0.17749522]
 [-0.11073023  0.16772959]
 [-0.10682398  0.13062022]
 [-0.10291773  0.14624522]
 [-0.17323023  0.30835459]
 [-0.1165896   0.28687022]
 [-0.10291773  0.22241709]
 [-0.2181521   0.18921397]]"
6,"[[0.1501034  0.12942325]
 [0.08955653 0.08840763]
 [0.1501034  0.125517  ]
 [0.1422909  0.078642  ]
 [0.15986903 0.17434513]
 [0.1501034  0.12356388]
 [0.15986903 0.17434513]
 [0.1422909  0.08254825]
 [0.10518153 0.18215763]
 [0.10518153 0.1802045 ]
 [0.08369715 0.04153263]
 [0.20283778 0.1177045 ]
 [0.1422909  0.06887638]]","[[ 0.12942325  0.04589844]
 [ 0.08840763  0.12988281]
 [ 0.125517    0.14160156]
 [ 0.078642    0.13769531]
 [ 0.17434513  0.07519531]
 [ 0.12356388  0.16113281]
 [ 0.17434513 -0.03027344]
 [ 0.08254825  0.04003906]
 [ 0.18215763  0.11816406]
 [ 0.1802045   0.15917969]
 [ 0.04153263  0.14941406]
 [ 0.1177045   0.06738281]
 [ 0.06887638  0.23144531]]","[[ 0.1501034   0.04589844]
 [ 0.08955653  0.12988281]
 [ 0.1501034   0.14160156]
 [ 0.1422909   0.13769531]
 [ 0.15986903  0.07519531]
 [ 0.1501034   0.16113281]
 [ 0.15986903 -0.03027344]
 [ 0.1422909   0.04003906]
 [ 0.10518153  0.11816406]
 [ 0.10518153  0.15917969]
 [ 0.08369715  0.14941406]
 [ 0.20283778  0.06738281]
 [ 0.1422909   0.23144531]]"
7,"[[0.06692325 0.21162684]
 [0.063017   0.15889246]
 [0.01223575 0.25850184]
 [0.1177045  0.15889246]
 [0.06692325 0.20967371]
 [0.0708295  0.25850184]
 [0.0708295  0.25850184]
 [0.06692325 0.20576746]
 [0.12356388 0.20381434]
 [0.12942325 0.25068934]]","[[0.21162684 0.10230928]
 [0.15889246 0.02223116]
 [0.25850184 0.03980928]
 [0.15889246 0.13160616]
 [0.20967371 0.21754366]
 [0.25850184 0.19019991]
 [0.25850184 0.20973116]
 [0.20576746 0.00269991]
 [0.20381434 0.09449678]
 [0.25068934 0.08082491]]","[[0.06692325 0.10230928]
 [0.063017   0.02223116]
 [0.01223575 0.03980928]
 [0.1177045  0.13160616]
 [0.06692325 0.21754366]
 [0.0708295  0.19019991]
 [0.0708295  0.20973116]
 [0.06692325 0.00269991]
 [0.12356388 0.09449678]
 [0.12942325 0.08082491]]"
8,"[[-0.07300967  0.23958333]
 [-0.06910342  0.28255208]
 [-0.0124628   0.28450521]
 [-0.00855655  0.32942708]
 [-0.07300967  0.22981771]
 [-0.0124628   0.28255208]
 [-0.12769717  0.22591146]
 [-0.07300967  0.22591146]
 [-0.12574405  0.33723958]
 [ 0.03245908  0.18294271]
 [-0.01636905  0.23567708]
 [-0.0124628   0.28645833]]","[[0.23958333 0.22637649]
 [0.28255208 0.27325149]
 [0.28450521 0.18926711]
 [0.32942708 0.20098586]
 [0.22981771 0.31426711]
 [0.28255208 0.21075149]
 [0.22591146 0.35918899]
 [0.22591146 0.34161086]
 [0.33723958 0.20684524]
 [0.18294271 0.21661086]
 [0.23567708 0.21075149]
 [0.28645833 0.12872024]]","[[-0.07300967  0.22637649]
 [-0.06910342  0.27325149]
 [-0.0124628   0.18926711]
 [-0.00855655  0.20098586]
 [-0.07300967  0.31426711]
 [-0.0124628   0.21075149]
 [-0.12769717  0.35918899]
 [-0.07300967  0.34161086]
 [-0.12574405  0.20684524]
 [ 0.03245908  0.21661086]
 [-0.01636905  0.21075149]
 [-0.0124628   0.12872024]]"
9,"[[ 0.04338728  0.01436942]
 [ 0.04338728  0.01632254]
 [-0.02294922 -0.07291667]
 [-0.02099609 -0.02604167]
 [ 0.09423828  0.05208333]
 [-0.01130022  0.05343192]
 [-0.01130022  0.05929129]
 [-0.01325335 -0.02664621]
 [ 0.04338728  0.02022879]
 [ 0.04143415 -0.03250558]
 [-0.01130022  0.06905692]
 [ 0.04924665  0.10030692]]","[[ 0.01436942 -0.02957589]
 [ 0.01632254 -0.05887277]
 [-0.07291667 -0.03841146]
 [-0.02604167 -0.03841146]
 [ 0.05208333  0.04166667]
 [ 0.05343192  0.06612723]
 [ 0.05929129  0.02511161]
 [-0.02664621 -0.06668527]
 [ 0.02022879 -0.16824777]
 [-0.03250558 -0.01785714]
 [ 0.06905692 -0.10379464]
 [ 0.10030692  0.05831473]]","[[ 0.04338728 -0.02957589]
 [ 0.04338728 -0.05887277]
 [-0.02294922 -0.03841146]
 [-0.02099609 -0.03841146]
 [ 0.09423828  0.04166667]
 [-0.01130022  0.06612723]
 [-0.01130022  0.02511161]
 [-0.01325335 -0.06668527]
 [ 0.04338728 -0.16824777]
 [ 0.04143415 -0.01785714]
 [-0.01130022 -0.10379464]
 [ 0.04924665  0.05831473]]"
