,xy,yz,xz
0,"[[-0.01576968  0.11646412]
 [-0.00878906  0.00720215]
 [ 0.04785156  0.05407715]
 [ 0.04785156  0.10095215]
 [-0.01576968  0.21021412]
 [-0.01576968  0.11255787]
 [-0.01576968  0.067636  ]
 [-0.01576968  0.161386  ]
 [-0.0724103   0.161386  ]
 [-0.0724103   0.21021412]]","[[ 0.11646412 -0.12724248]
 [ 0.00720215 -0.09606934]
 [ 0.05407715 -0.10192871]
 [ 0.10095215 -0.02380371]
 [ 0.21021412 -0.0588831 ]
 [ 0.11255787 -0.20927373]
 [ 0.067636   -0.02567998]
 [ 0.161386   -0.17021123]
 [ 0.161386   -0.04521123]
 [ 0.21021412 -0.07255498]]","[[-0.01576968 -0.12724248]
 [-0.00878906 -0.09606934]
 [ 0.04785156 -0.10192871]
 [ 0.04785156 -0.02380371]
 [-0.01576968 -0.0588831 ]
 [-0.01576968 -0.20927373]
 [-0.01576968 -0.02567998]
 [-0.01576968 -0.17021123]
 [-0.0724103  -0.04521123]
 [-0.0724103  -0.07255498]]"
1,"[[-0.12114025  0.08737909]
 [-0.12114025  0.05417597]
 [-0.12114025  0.09323847]
 [-0.12114025  0.14011347]
 [-0.12114025  0.18503534]
 [-0.12114025  0.03073847]
 [-0.16606213  0.07175409]
 [-0.16801525  0.12058222]
 [-0.12114025  0.16941034]
 [-0.12114025  0.11081659]]","[[0.08737909 0.28157552]
 [0.05417597 0.1858724 ]
 [0.09323847 0.24641927]
 [0.14011347 0.24641927]
 [0.18503534 0.26009115]
 [0.03073847 0.32063802]
 [0.07175409 0.34798177]
 [0.12058222 0.34016927]
 [0.16941034 0.34407552]
 [0.11081659 0.39095052]]","[[-0.12114025  0.28157552]
 [-0.12114025  0.1858724 ]
 [-0.12114025  0.24641927]
 [-0.12114025  0.24641927]
 [-0.12114025  0.26009115]
 [-0.12114025  0.32063802]
 [-0.16606213  0.34798177]
 [-0.16801525  0.34016927]
 [-0.12114025  0.34407552]
 [-0.12114025  0.39095052]]"
2,"[[-0.34608677  0.10246931]
 [-0.25233677  0.07317243]
 [-0.25233677  0.11418806]
 [-0.34999302  0.16496931]
 [-0.38905552  0.02629743]
 [-0.34999302  0.15715681]
 [-0.34413365  0.03801618]
 [-0.34608677  0.07903181]
 [-0.34999302  0.13176618]
 [-0.35194615  0.19231306]]","[[0.10246931 0.29896763]
 [0.07317243 0.22670201]
 [0.11418806 0.26381138]
 [0.16496931 0.23060826]
 [0.02629743 0.37904576]
 [0.15715681 0.26967076]
 [0.03801618 0.35560826]
 [0.07903181 0.38099888]
 [0.13176618 0.36928013]
 [0.19231306 0.32435826]]","[[-0.34608677  0.29896763]
 [-0.25233677  0.22670201]
 [-0.25233677  0.26381138]
 [-0.34999302  0.23060826]
 [-0.38905552  0.37904576]
 [-0.34999302  0.26967076]
 [-0.34413365  0.35560826]
 [-0.34608677  0.38099888]
 [-0.34999302  0.36928013]
 [-0.35194615  0.32435826]]"
3,"[[-0.13684476  0.00573337]
 [-0.13684476  0.05846774]
 [-0.13684476  0.01940524]
 [-0.13684476 -0.05286038]
 [-0.13684476  0.11706149]
 [-0.08411038  0.15807712]
 [-0.13684476 -0.00207913]
 [-0.13684476  0.04284274]
 [-0.13684476 -0.01770413]
 [-0.13684476  0.03893649]
 [-0.13684476 -0.08996976]
 [-0.13684476 -0.03332913]
 [-0.13684476  0.08190524]
 [-0.13684476  0.10924899]]","[[ 0.00573337  0.36208417]
 [ 0.05846774  0.33864667]
 [ 0.01940524  0.29763105]
 [-0.05286038  0.4030998 ]
 [ 0.11706149  0.28786542]
 [ 0.15807712  0.3249748 ]
 [-0.00207913  0.3952873 ]
 [ 0.04284274  0.40505292]
 [-0.01770413  0.24880292]
 [ 0.03893649  0.18630292]
 [-0.08996976  0.35427167]
 [-0.03332913  0.32302167]
 [ 0.08190524  0.21755292]
 [ 0.10924899  0.32692792]]","[[-0.13684476  0.36208417]
 [-0.13684476  0.33864667]
 [-0.13684476  0.29763105]
 [-0.13684476  0.4030998 ]
 [-0.13684476  0.28786542]
 [-0.08411038  0.3249748 ]
 [-0.13684476  0.3952873 ]
 [-0.13684476  0.40505292]
 [-0.13684476  0.24880292]
 [-0.13684476  0.18630292]
 [-0.13684476  0.35427167]
 [-0.13684476  0.32302167]
 [-0.13684476  0.21755292]
 [-0.13684476  0.32692792]]"
4,"[[-0.03497869 -0.0102983 ]
 [-0.03302557 -0.05522017]
 [-0.03497869 -0.00834517]
 [-0.00755208 -0.05182292]
 [ 0.03932292 -0.00104167]
 [-0.03302557 -0.06107955]
 [ 0.05877131  0.0365767 ]
 [ 0.01189631 -0.00639205]
 [ 0.05877131  0.04243608]
 [-0.02911932 -0.1040483 ]
 [ 0.00994318  0.04243608]
 [-0.05833333 -0.00494792]
 [-0.00755208 -0.05963542]
 [ 0.03932292 -0.04791667]]","[[-0.0102983   0.04740767]
 [-0.05522017  0.00834517]
 [-0.00834517 -0.0053267 ]
 [-0.05182292  0.06067708]
 [-0.00104167 -0.02916667]
 [-0.06107955  0.09428267]
 [ 0.0365767   0.09428267]
 [-0.00639205 -0.10884233]
 [ 0.04243608 -0.0522017 ]
 [-0.1040483   0.03568892]
 [ 0.04243608 -0.0522017 ]
 [-0.00494792  0.03333333]
 [-0.05963542  0.14661458]
 [-0.04791667 -0.08385417]]","[[-0.03497869  0.04740767]
 [-0.03302557  0.00834517]
 [-0.03497869 -0.0053267 ]
 [-0.00755208  0.06067708]
 [ 0.03932292 -0.02916667]
 [-0.03302557  0.09428267]
 [ 0.05877131  0.09428267]
 [ 0.01189631 -0.10884233]
 [ 0.05877131 -0.0522017 ]
 [-0.02911932  0.03568892]
 [ 0.00994318 -0.0522017 ]
 [-0.05833333  0.03333333]
 [-0.00755208  0.14661458]
 [ 0.03932292 -0.08385417]]"
5,"[[ 0.03932292 -0.00104167]
 [ 0.02363281 -0.07734375]
 [-0.02519531  0.01640625]
 [ 0.03932292 -0.09674479]
 [-0.05442708 -0.04986979]
 [ 0.07080078  0.01464844]
 [ 0.07080078  0.01464844]
 [ 0.00065104  0.06184896]
 [-0.05598958  0.11653646]
 [ 0.02363281 -0.08125   ]
 [-0.07011719 -0.034375  ]
 [ 0.02363281 -0.08320313]
 [ 0.02363281 -0.03632813]
 [ 0.02363281 -0.12421875]
 [-0.07011719 -0.034375  ]
 [ 0.01513672  0.03173828]]","[[-0.00104167 -0.03697917]
 [-0.07734375  0.00703125]
 [ 0.01640625  0.03046875]
 [-0.09674479  0.03919271]
 [-0.04986979 -0.03893229]
 [ 0.01464844  0.04199219]
 [ 0.01464844  0.04199219]
 [ 0.06184896  0.1110026 ]
 [ 0.11653646  0.0563151 ]
 [-0.08125     0.11445313]
 [-0.034375    0.03828125]
 [-0.08320313 -0.1296875 ]
 [-0.03632813 -0.11992187]
 [-0.12421875  0.05585938]
 [-0.034375   -0.07109375]
 [ 0.03173828  0.10351562]]","[[ 0.03932292 -0.03697917]
 [ 0.02363281  0.00703125]
 [-0.02519531  0.03046875]
 [ 0.03932292  0.03919271]
 [-0.05442708 -0.03893229]
 [ 0.07080078  0.04199219]
 [ 0.07080078  0.04199219]
 [ 0.00065104  0.1110026 ]
 [-0.05598958  0.0563151 ]
 [ 0.02363281  0.11445313]
 [-0.07011719  0.03828125]
 [ 0.02363281 -0.1296875 ]
 [ 0.02363281 -0.11992187]
 [ 0.02363281  0.05585938]
 [-0.07011719 -0.07109375]
 [ 0.01513672  0.10351562]]"
6,"[[-0.04541016  0.02587891]
 [ 0.         -0.01928711]
 [ 0.          0.02758789]
 [ 0.          0.07446289]
 [ 0.         -0.02319336]
 [ 0.         -0.01733398]
 [ 0.          0.02954102]
 [ 0.03632813  0.00625   ]
 [-0.02226562  0.00625   ]
 [ 0.         -0.03989955]
 [ 0.          0.0030692 ]
 [ 0.          0.0343192 ]
 [ 0.          0.00697545]
 [ 0.          0.05189732]
 [ 0.         -0.00279018]
 [ 0.00177557 -0.10422585]
 [ 0.00372869 -0.0534446 ]
 [-0.04900568 -0.00071023]
 [-0.04900568 -0.03977273]
 [-0.04900568  0.0090554 ]
 [ 0.05450994 -0.09836648]
 [ 0.05646307 -0.0534446 ]
 [ 0.00568182 -0.0065696 ]
 [ 0.          0.00805664]
 [-0.07890625 -0.00742187]
 [-0.07890625  0.04726563]
 [ 0.14375    -0.05234375]
 [ 0.         -0.05357143]
 [ 0.06622869  0.09694602]]","[[ 0.02587891 -0.12109375]
 [-0.01928711  0.05834961]
 [ 0.02758789  0.03686523]
 [ 0.07446289  0.02124023]
 [-0.02319336  0.09155273]
 [-0.01733398 -0.06469727]
 [ 0.02954102 -0.10571289]
 [ 0.00625     0.08242188]
 [ 0.00625     0.15664063]
 [-0.03989955  0.1015625 ]
 [ 0.0030692   0.0234375 ]
 [ 0.0343192  -0.13671875]
 [ 0.00697545  0.09765625]
 [ 0.05189732  0.04492188]
 [-0.00279018 -0.046875  ]
 [-0.10422585  0.10440341]
 [-0.0534446   0.08487216]
 [-0.00071023  0.03409091]
 [-0.03977273 -0.04989347]
 [ 0.0090554  -0.08700284]
 [-0.09836648  0.04580966]
 [-0.0534446   0.06338778]
 [-0.0065696   0.08682528]
 [ 0.00805664  0.23803711]
 [-0.00742187 -0.20664062]
 [ 0.04726563 -0.15      ]
 [-0.05234375  0.11757813]
 [-0.05357143 -0.08398438]
 [ 0.09694602 -0.04012784]]","[[-0.04541016 -0.12109375]
 [ 0.          0.05834961]
 [ 0.          0.03686523]
 [ 0.          0.02124023]
 [ 0.          0.09155273]
 [ 0.         -0.06469727]
 [ 0.         -0.10571289]
 [ 0.03632813  0.08242188]
 [-0.02226562  0.15664063]
 [ 0.          0.1015625 ]
 [ 0.          0.0234375 ]
 [ 0.         -0.13671875]
 [ 0.          0.09765625]
 [ 0.          0.04492188]
 [ 0.         -0.046875  ]
 [ 0.00177557  0.10440341]
 [ 0.00372869  0.08487216]
 [-0.04900568  0.03409091]
 [-0.04900568 -0.04989347]
 [-0.04900568 -0.08700284]
 [ 0.05450994  0.04580966]
 [ 0.05646307  0.06338778]
 [ 0.00568182  0.08682528]
 [ 0.          0.23803711]
 [-0.07890625 -0.20664062]
 [-0.07890625 -0.15      ]
 [ 0.14375     0.11757813]
 [ 0.         -0.08398438]
 [ 0.06622869 -0.04012784]]"
7,"[[ 0.01334635 -0.05555556]
 [ 0.01334635 -0.03993056]
 [ 0.0172526   0.00694444]
 [ 0.01920573  0.05772569]
 [ 0.06998698  0.02061632]
 [ 0.01920573  0.07139757]
 [ 0.01334635 -0.02430556]
 [ 0.06998698  0.01866319]
 [ 0.01920573  0.06553819]
 [-0.05705915  0.01353237]
 [-0.0062779  -0.03138951]
 [-0.00237165  0.02329799]
 [-0.00041853  0.06821987]
 [-0.05901228 -0.03334263]
 [ 0.04645647 -0.01576451]
 [ 0.05036272  0.03111049]
 [ 0.00763494  0.10085227]
 [-0.04134115 -0.09266493]
 [ 0.01334635 -0.05360243]
 [-0.0921224   0.01866319]
 [-0.04134115 -0.06727431]
 [ 0.06608073 -0.02430556]
 [ 0.06217448 -0.07899306]
 [-0.0921224   0.11046007]
 [-0.0062779  -0.07240513]
 [-0.00823103 -0.08217076]
 [-0.00823103 -0.06068638]]","[[-0.05555556  0.14051649]
 [-0.03993056  0.06434462]
 [ 0.00694444  0.06629774]
 [ 0.05772569  0.04090712]
 [ 0.02061632 -0.13292101]
 [ 0.07139757 -0.08995226]
 [-0.02430556 -0.07237413]
 [ 0.01866319 -0.08604601]
 [ 0.06553819 -0.03331163]
 [ 0.01353237  0.0984933 ]
 [-0.03138951  0.0672433 ]
 [ 0.02329799  0.01646205]
 [ 0.06821987  0.03208705]
 [-0.03334263  0.0984933 ]
 [-0.01576451 -0.10072545]
 [ 0.03111049 -0.13197545]
 [ 0.10085227 -0.09090909]
 [-0.09266493  0.10536024]
 [-0.05360243  0.13270399]
 [ 0.01866319  0.00965712]
 [-0.06727431 -0.09776476]
 [-0.02430556 -0.17393663]
 [-0.07899306 -0.03526476]
 [ 0.11046007  0.02137587]
 [-0.07240513  0.25669643]
 [-0.08217076  0.0906808 ]
 [-0.06068638 -0.08510045]]","[[ 0.01334635  0.14051649]
 [ 0.01334635  0.06434462]
 [ 0.0172526   0.06629774]
 [ 0.01920573  0.04090712]
 [ 0.06998698 -0.13292101]
 [ 0.01920573 -0.08995226]
 [ 0.01334635 -0.07237413]
 [ 0.06998698 -0.08604601]
 [ 0.01920573 -0.03331163]
 [-0.05705915  0.0984933 ]
 [-0.0062779   0.0672433 ]
 [-0.00237165  0.01646205]
 [-0.00041853  0.03208705]
 [-0.05901228  0.0984933 ]
 [ 0.04645647 -0.10072545]
 [ 0.05036272 -0.13197545]
 [ 0.00763494 -0.09090909]
 [-0.04134115  0.10536024]
 [ 0.01334635  0.13270399]
 [-0.0921224   0.00965712]
 [-0.04134115 -0.09776476]
 [ 0.06608073 -0.17393663]
 [ 0.06217448 -0.03526476]
 [-0.0921224   0.02137587]
 [-0.0062779   0.25669643]
 [-0.00823103  0.0906808 ]
 [-0.00823103 -0.08510045]]"
8,"[[ 0.01940918 -0.0090332 ]
 [ 0.01745605 -0.02856445]
 [ 0.00260417  0.05691964]
 [ 0.02331543  0.03588867]
 [-0.03527832 -0.04418945]
 [ 0.02331543  0.0534668 ]
 [-0.0333252  -0.04614258]
 [ 0.07214355  0.03588867]
 [-0.05208333  0.02371652]
 [ 0.00065104 -0.03097098]
 [-0.05208333  0.04910714]
 [ 0.05143229 -0.04464286]]","[[-0.0090332   0.22570801]
 [-0.02856445  0.13781738]
 [ 0.05691964  0.13774182]
 [ 0.03588867  0.24328613]
 [-0.04418945  0.19641113]
 [ 0.0534668   0.19055176]
 [-0.04614258  0.32531738]
 [ 0.03588867  0.06945801]
 [ 0.02371652  0.07524182]
 [-0.03097098  0.27446057]
 [ 0.04910714  0.17680432]
 [-0.04464286  0.14555432]]","[[ 0.01940918  0.22570801]
 [ 0.01745605  0.13781738]
 [ 0.00260417  0.13774182]
 [ 0.02331543  0.24328613]
 [-0.03527832  0.19641113]
 [ 0.02331543  0.19055176]
 [-0.0333252   0.32531738]
 [ 0.07214355  0.06945801]
 [-0.05208333  0.07524182]
 [ 0.00065104  0.27446057]
 [-0.05208333  0.17680432]
 [ 0.05143229  0.14555432]]"
9,"[[-0.09179688 -0.04248047]
 [ 0.06640625  0.00439453]
 [ 0.01171875  0.00439453]
 [ 0.01367188  0.03369141]
 [-0.09179688 -0.04248047]
 [ 0.06640625  0.00439453]
 [ 0.01171875  0.00439453]
 [ 0.01367188  0.03369141]
 [-0.00048828 -0.04101562]
 [-0.05322266  0.01171875]
 [ 0.05224609 -0.00976562]
 [ 0.00146484  0.0390625 ]
 [-0.00234375 -0.06132812]
 [-0.00039062 -0.03007812]
 [ 0.0015625   0.0109375 ]
 [-0.00039062  0.01484375]
 [ 0.0015625   0.065625  ]
 [ 0.         -0.03613281]
 [ 0.          0.03613281]
 [ 0.02539062 -0.03076172]
 [-0.02539062  0.00830078]
 [ 0.02539062 -0.00732422]
 [-0.02539062  0.02978516]
 [-0.00048828 -0.06005859]
 [-0.05322266 -0.00732422]
 [ 0.05224609  0.00634766]
 [ 0.00146484  0.06103516]
 [-0.05208333  0.10574777]]","[[-0.04248047  0.10742188]
 [ 0.00439453  0.08984375]
 [ 0.00439453 -0.16210938]
 [ 0.03369141 -0.03515625]
 [-0.04248047  0.10742188]
 [ 0.00439453  0.08984375]
 [ 0.00439453 -0.16210938]
 [ 0.03369141 -0.03515625]
 [-0.04101562  0.12060547]
 [ 0.01171875  0.10498047]
 [-0.00976562 -0.11962891]
 [ 0.0390625  -0.10595703]
 [-0.06132812  0.04140625]
 [-0.03007812  0.10976562]
 [ 0.0109375   0.13125   ]
 [ 0.01484375 -0.12070313]
 [ 0.065625   -0.16171875]
 [-0.03613281  0.13183594]
 [ 0.03613281 -0.13183594]
 [-0.03076172  0.02929688]
 [ 0.00830078  0.078125  ]
 [-0.00732422 -0.08789062]
 [ 0.02978516 -0.01953125]
 [-0.06005859  0.13623047]
 [-0.00732422  0.12451172]
 [ 0.00634766 -0.11962891]
 [ 0.06103516 -0.14111328]
 [ 0.10574777 -0.18647693]]","[[-0.09179688  0.10742188]
 [ 0.06640625  0.08984375]
 [ 0.01171875 -0.16210938]
 [ 0.01367188 -0.03515625]
 [-0.09179688  0.10742188]
 [ 0.06640625  0.08984375]
 [ 0.01171875 -0.16210938]
 [ 0.01367188 -0.03515625]
 [-0.00048828  0.12060547]
 [-0.05322266  0.10498047]
 [ 0.05224609 -0.11962891]
 [ 0.00146484 -0.10595703]
 [-0.00234375  0.04140625]
 [-0.00039062  0.10976562]
 [ 0.0015625   0.13125   ]
 [-0.00039062 -0.12070313]
 [ 0.0015625  -0.16171875]
 [ 0.          0.13183594]
 [ 0.         -0.13183594]
 [ 0.02539062  0.02929688]
 [-0.02539062  0.078125  ]
 [ 0.02539062 -0.08789062]
 [-0.02539062 -0.01953125]
 [-0.00048828  0.13623047]
 [-0.05322266  0.12451172]
 [ 0.05224609 -0.11962891]
 [ 0.00146484 -0.14111328]
 [-0.05208333 -0.18647693]]"
