,xy,yz,xz
0,"[[-0.04199219  0.02539062]
 [ 0.01269531 -0.01953125]
 [-0.03027344 -0.01953125]
 [ 0.03027344  0.01953125]
 [-0.00146484  0.01660156]
 [-0.05810547 -0.03027344]
 [ 0.01171875  0.03125   ]
 [-0.04150391  0.02587891]
 [ 0.01318359 -0.01904297]
 [-0.04150391  0.02587891]
 [ 0.01318359 -0.01904297]
 [ 0.00976562 -0.00227865]
 [ 0.00976562  0.05045573]
 [-0.046875   -0.03938802]
 [ 0.00976562  0.00553385]
 [ 0.01269531 -0.03125   ]
 [ 0.01660156  0.02539062]
 [-0.05810547 -0.03808594]
 [ 0.11767578  0.05175781]
 [-0.046875   -0.046875  ]
 [ 0.01367188  0.08398438]
 [ 0.125       0.02539062]
 [ 0.01318359 -0.03857422]
 [ 0.01513672  0.03173828]
 [ 0.01318359 -0.03857422]
 [ 0.01513672  0.03173828]]","[[ 0.02539062  0.07617188]
 [-0.01953125 -0.0625    ]
 [-0.01953125 -0.02148438]
 [ 0.01953125  0.02148438]
 [ 0.01660156 -0.00439453]
 [-0.03027344  0.00146484]
 [ 0.03125    -0.04882812]
 [ 0.02587891  0.01660156]
 [-0.01904297 -0.02832031]
 [ 0.02587891  0.01660156]
 [-0.01904297 -0.02832031]
 [-0.00227865  0.09602865]
 [ 0.05045573  0.03938802]
 [-0.03938802 -0.06803385]
 [ 0.00553385 -0.13834635]
 [-0.03125     0.15039062]
 [ 0.02539062 -0.1640625 ]
 [-0.03808594  0.14404297]
 [ 0.05175781 -0.14111328]
 [-0.046875    0.16796875]
 [ 0.08398438 -0.1640625 ]
 [ 0.02539062 -0.125     ]
 [-0.03857422  0.16503906]
 [ 0.03173828 -0.15332031]
 [-0.03857422  0.16503906]
 [ 0.03173828 -0.15332031]]","[[-0.04199219  0.07617188]
 [ 0.01269531 -0.0625    ]
 [-0.03027344 -0.02148438]
 [ 0.03027344  0.02148438]
 [-0.00146484 -0.00439453]
 [-0.05810547  0.00146484]
 [ 0.01171875 -0.04882812]
 [-0.04150391  0.01660156]
 [ 0.01318359 -0.02832031]
 [-0.04150391  0.01660156]
 [ 0.01318359 -0.02832031]
 [ 0.00976562  0.09602865]
 [ 0.00976562  0.03938802]
 [-0.046875   -0.06803385]
 [ 0.00976562 -0.13834635]
 [ 0.01269531  0.15039062]
 [ 0.01660156 -0.1640625 ]
 [-0.05810547  0.14404297]
 [ 0.11767578 -0.14111328]
 [-0.046875    0.16796875]
 [ 0.01367188 -0.1640625 ]
 [ 0.125      -0.125     ]
 [ 0.01318359  0.16503906]
 [ 0.01513672 -0.15332031]
 [ 0.01318359  0.16503906]
 [ 0.01513672 -0.15332031]]"
1,"[[-0.21774292  0.20370483]
 [-0.26657104  0.25253296]
 [-0.21774292  0.30136108]
 [-0.21774292  0.25253296]
 [-0.21774292  0.30331421]
 [-0.21774292  0.35018921]
 [-0.21774292  0.25057983]
 [-0.21774292  0.29940796]
 [-0.21774292  0.34628296]
 [-0.21774292  0.24081421]
 [-0.21774292  0.28768921]
 [-0.21774292  0.33847046]
 [-0.21774292  0.24472046]
 [-0.26852417  0.35214233]
 [-0.21774292  0.39315796]
 [-0.21774292  0.27792358]]","[[0.20370483 0.57876587]
 [0.25253296 0.56509399]
 [0.30136108 0.55532837]
 [0.25253296 0.56509399]
 [0.30331421 0.53579712]
 [0.35018921 0.54556274]
 [0.25057983 0.59048462]
 [0.29940796 0.58267212]
 [0.34628296 0.57485962]
 [0.24081421 0.66079712]
 [0.28768921 0.65884399]
 [0.33847046 0.64321899]
 [0.24472046 0.62564087]
 [0.35214233 0.51431274]
 [0.39315796 0.57876587]
 [0.27792358 0.71548462]]","[[-0.21774292  0.57876587]
 [-0.26657104  0.56509399]
 [-0.21774292  0.55532837]
 [-0.21774292  0.56509399]
 [-0.21774292  0.53579712]
 [-0.21774292  0.54556274]
 [-0.21774292  0.59048462]
 [-0.21774292  0.58267212]
 [-0.21774292  0.57485962]
 [-0.21774292  0.66079712]
 [-0.21774292  0.65884399]
 [-0.21774292  0.64321899]
 [-0.21774292  0.62564087]
 [-0.26852417  0.51431274]
 [-0.21774292  0.57876587]
 [-0.21774292  0.71548462]]"
2,"[[-0.06779597  0.23535156]
 [-0.11857722  0.27441406]
 [-0.17326472  0.27441406]
 [-0.17326472  0.14550781]
 [-0.17326472  0.19628906]
 [-0.17326472  0.24511719]
 [-0.17326472  0.29394531]
 [-0.17326472  0.18261719]
 [-0.17326472  0.24707031]
 [-0.17326472  0.18066406]
 [-0.12053035  0.24121094]
 [-0.17326472  0.16699219]
 [-0.17326472  0.22949219]
 [-0.17326472  0.26464844]
 [-0.17326472  0.16699219]
 [-0.17326472  0.21777344]
 [-0.17326472  0.26660156]
 [-0.17326472  0.13183594]
 [-0.17326472  0.12988281]
 [-0.17326472  0.12402344]]","[[0.23535156 0.34600361]
 [0.27441406 0.38897236]
 [0.27441406 0.39483173]
 [0.14550781 0.33037861]
 [0.19628906 0.31670673]
 [0.24511719 0.31084736]
 [0.29394531 0.30889423]
 [0.18261719 0.37530048]
 [0.24707031 0.30694111]
 [0.18066406 0.37920673]
 [0.24121094 0.32842548]
 [0.16699219 0.42803486]
 [0.22949219 0.38311298]
 [0.26464844 0.20147236]
 [0.16699219 0.22295673]
 [0.21777344 0.20537861]
 [0.26660156 0.19365986]
 [0.13183594 0.38115986]
 [0.12988281 0.39287861]
 [0.12402344 0.41240986]]","[[-0.06779597  0.34600361]
 [-0.11857722  0.38897236]
 [-0.17326472  0.39483173]
 [-0.17326472  0.33037861]
 [-0.17326472  0.31670673]
 [-0.17326472  0.31084736]
 [-0.17326472  0.30889423]
 [-0.17326472  0.37530048]
 [-0.17326472  0.30694111]
 [-0.17326472  0.37920673]
 [-0.12053035  0.32842548]
 [-0.17326472  0.42803486]
 [-0.17326472  0.38311298]
 [-0.17326472  0.20147236]
 [-0.17326472  0.22295673]
 [-0.17326472  0.20537861]
 [-0.17326472  0.19365986]
 [-0.17326472  0.38115986]
 [-0.17326472  0.39287861]
 [-0.17326472  0.41240986]]"
3,"[[-0.08344558 -0.00680226]
 [-0.08344558 -0.00680226]
 [-0.08344558  0.04397899]
 [-0.18305496 -0.01461476]
 [-0.08344558  0.03421336]
 [-0.08344558  0.04397899]
 [-0.08344558  0.03421336]
 [-0.08344558 -0.04977101]
 [-0.13422683 -0.00289601]
 [-0.08344558  0.04397899]
 [-0.03071121  0.08108836]]","[[-0.00680226  0.00801455]
 [-0.00680226  0.00606142]
 [ 0.04397899 -0.09940733]
 [-0.01461476  0.07051455]
 [ 0.03421336  0.08028017]
 [ 0.04397899 -0.04667295]
 [ 0.03421336  0.0822333 ]
 [-0.04977101 -0.05253233]
 [-0.00289601 -0.10136045]
 [ 0.04397899 -0.06229795]
 [ 0.08108836  0.07637392]]","[[-0.08344558  0.00801455]
 [-0.08344558  0.00606142]
 [-0.08344558 -0.09940733]
 [-0.18305496  0.07051455]
 [-0.08344558  0.08028017]
 [-0.08344558 -0.04667295]
 [-0.08344558  0.0822333 ]
 [-0.08344558 -0.05253233]
 [-0.13422683 -0.10136045]
 [-0.08344558 -0.06229795]
 [-0.03071121  0.07637392]]"
4,"[[-0.31333008  0.17348633]
 [-0.25668945  0.0777832 ]
 [-0.2605957   0.1402832 ]
 [-0.26254883  0.18911133]
 [-0.25668945  0.08950195]
 [-0.2605957   0.14223633]
 [-0.26254883  0.19106445]
 [-0.25668945  0.0855957 ]
 [-0.2605957   0.13833008]
 [-0.26254883  0.1871582 ]
 [-0.30356445  0.07973633]
 [-0.3074707   0.12856445]
 [-0.31723633  0.2184082 ]
 [-0.2137207   0.2418457 ]
 [-0.2996582   0.0152832 ]
 [-0.2137207   0.23793945]]","[[0.17348633 0.18217773]
 [0.0777832  0.19780273]
 [0.1402832  0.13139648]
 [0.18911133 0.12163086]
 [0.08950195 0.14311523]
 [0.14223633 0.12163086]
 [0.19106445 0.11186523]
 [0.0855957  0.16264648]
 [0.13833008 0.14506836]
 [0.1871582  0.13334961]
 [0.07973633 0.18022461]
 [0.12856445 0.16850586]
 [0.2184082  0.19975586]
 [0.2418457  0.09819336]
 [0.0152832  0.24272461]
 [0.23793945 0.12358398]]","[[-0.31333008  0.18217773]
 [-0.25668945  0.19780273]
 [-0.2605957   0.13139648]
 [-0.26254883  0.12163086]
 [-0.25668945  0.14311523]
 [-0.2605957   0.12163086]
 [-0.26254883  0.11186523]
 [-0.25668945  0.16264648]
 [-0.2605957   0.14506836]
 [-0.26254883  0.13334961]
 [-0.30356445  0.18022461]
 [-0.3074707   0.16850586]
 [-0.31723633  0.19975586]
 [-0.2137207   0.09819336]
 [-0.2996582   0.24272461]
 [-0.2137207   0.12358398]]"
5,"[[ 0.03675426 -0.02663352]
 [ 0.03284801  0.02414773]
 [-0.02734375 -0.01367188]
 [ 0.02734375  0.01367188]
 [-0.01888021  0.00195312]
 [ 0.03776042  0.0390625 ]
 [-0.01012074 -0.06569602]
 [-0.01402699 -0.00319602]
 [ 0.03089489  0.0534446 ]
 [-0.01012074 -0.01296165]
 [-0.00621449 -0.08132102]
 [-0.01988636  0.08078835]]","[[-0.02663352  0.00639205]
 [ 0.02414773  0.00053267]
 [-0.01367188  0.10058594]
 [ 0.01367188 -0.10058594]
 [ 0.00195312 -0.08723958]
 [ 0.0390625  -0.03841146]
 [-0.06569602  0.1118608 ]
 [-0.00319602  0.07475142]
 [ 0.0534446   0.06889205]
 [-0.01296165 -0.0522017 ]
 [-0.08132102  0.01225142]
 [ 0.08078835 -0.04243608]]","[[ 0.03675426  0.00639205]
 [ 0.03284801  0.00053267]
 [-0.02734375  0.10058594]
 [ 0.02734375 -0.10058594]
 [-0.01888021 -0.08723958]
 [ 0.03776042 -0.03841146]
 [-0.01012074  0.1118608 ]
 [-0.01402699  0.07475142]
 [ 0.03089489  0.06889205]
 [-0.01012074 -0.0522017 ]
 [-0.00621449  0.01225142]
 [-0.01988636 -0.04243608]]"
6,"[[-0.08210359 -0.14409722]
 [-0.08600984 -0.09722222]
 [-0.12897859 -0.15386285]
 [-0.03913484 -0.08355035]
 [-0.08600984 -0.09331597]
 [-0.09186921 -0.05034722]
 [-0.12311921 -0.2046441 ]
 [-0.08210359 -0.15581597]
 [-0.04108796 -0.04448785]
 [-0.12897859 -0.16948785]]","[[-0.14409722  0.04463252]
 [-0.09722222  0.05439815]
 [-0.15386285  0.07197627]
 [-0.08355035 -0.01396123]
 [-0.09331597  0.0348669 ]
 [-0.05034722  0.0583044 ]
 [-0.2046441   0.08564815]
 [-0.15581597  0.1051794 ]
 [-0.04448785  0.0504919 ]
 [-0.16948785  0.14033565]]","[[-0.08210359  0.04463252]
 [-0.08600984  0.05439815]
 [-0.12897859  0.07197627]
 [-0.03913484 -0.01396123]
 [-0.08600984  0.0348669 ]
 [-0.09186921  0.0583044 ]
 [-0.12311921  0.08564815]
 [-0.08210359  0.1051794 ]
 [-0.04108796  0.0504919 ]
 [-0.12897859  0.14033565]]"
7,"[[-0.01751512  0.28169103]
 [-0.01751512  0.32270665]
 [ 0.0391255   0.23481603]
 [ 0.0391255   0.27583165]
 [-0.01751512  0.23481603]
 [-0.01751512  0.28169103]
 [-0.01751512  0.1859879 ]
 [-0.01751512  0.23481603]
 [-0.1327495   0.27778478]
 [ 0.03717238  0.1859879 ]]","[[0.28169103 0.0452999 ]
 [0.32270665 0.15272177]
 [0.23481603 0.0296749 ]
 [0.27583165 0.14881552]
 [0.23481603 0.00233115]
 [0.28169103 0.0140499 ]
 [0.1859879  0.08045615]
 [0.23481603 0.03358115]
 [0.27778478 0.00233115]
 [0.1859879  0.08631552]]","[[-0.01751512  0.0452999 ]
 [-0.01751512  0.15272177]
 [ 0.0391255   0.0296749 ]
 [ 0.0391255   0.14881552]
 [-0.01751512  0.00233115]
 [-0.01751512  0.0140499 ]
 [-0.01751512  0.08045615]
 [-0.01751512  0.03358115]
 [-0.1327495   0.00233115]
 [ 0.03717238  0.08631552]]"
8,"[[0.15808105 0.16424561]
 [0.15808105 0.20916748]
 [0.15808105 0.25799561]
 [0.15808105 0.16424561]
 [0.11315918 0.21112061]
 [0.15808105 0.25799561]
 [0.15808105 0.16424561]
 [0.15808105 0.21112061]
 [0.15808105 0.16424561]
 [0.15808105 0.21112061]
 [0.15808105 0.21112061]]","[[ 0.16424561 -0.17950439]
 [ 0.20916748 -0.26934814]
 [ 0.25799561 -0.19903564]
 [ 0.16424561 -0.19903564]
 [ 0.21112061 -0.19903564]
 [ 0.25799561 -0.17169189]
 [ 0.16424561 -0.22052002]
 [ 0.21112061 -0.20294189]
 [ 0.16424561 -0.19903564]
 [ 0.21112061 -0.22833252]
 [ 0.21112061 -0.15216064]]","[[ 0.15808105 -0.17950439]
 [ 0.15808105 -0.26934814]
 [ 0.15808105 -0.19903564]
 [ 0.15808105 -0.19903564]
 [ 0.11315918 -0.19903564]
 [ 0.15808105 -0.17169189]
 [ 0.15808105 -0.22052002]
 [ 0.15808105 -0.20294189]
 [ 0.15808105 -0.19903564]
 [ 0.15808105 -0.22833252]
 [ 0.15808105 -0.15216064]]"
9,"[[-0.03580729 -0.02864583]
 [-0.03339844 -0.0046875 ]
 [ 0.01738281 -0.0515625 ]
 [ 0.02324219 -0.01054687]
 [-0.02949219  0.04609375]
 [ 0.01738281 -0.04765625]
 [-0.03339844  0.00703125]
 [-0.07917668 -0.02929688]
 [-0.02448918 -0.06640625]
 [-0.02253606 -0.0234375 ]
 [ 0.03605769  0.02734375]
 [-0.08691406  0.04450335]
 [ 0.07356771  0.02213542]
 [-0.03776042  0.00651042]
 [ 0.01738281 -0.04179687]
 [-0.03339844  0.00898438]
 [ 0.02714844  0.05195313]
 [-0.07917668  0.01171875]
 [ 0.09660457  0.0703125 ]
 [-0.02253606 -0.04296875]]","[[-0.02864583  0.10742188]
 [-0.0046875   0.12734375]
 [-0.0515625   0.09414063]
 [-0.01054687  0.13710938]
 [ 0.04609375  0.1       ]
 [-0.04765625  0.05703125]
 [ 0.00703125 -0.01914062]
 [-0.02929688  0.14362981]
 [-0.06640625  0.06745793]
 [-0.0234375   0.08894231]
 [ 0.02734375  0.03816106]
 [ 0.04450335 -0.10170201]
 [ 0.02213542  0.02148438]
 [ 0.00651042 -0.12890625]
 [-0.04179687 -0.06796875]
 [ 0.00898438 -0.07382812]
 [ 0.05195313 -0.06210937]
 [ 0.01171875  0.18269231]
 [ 0.0703125   0.02058293]
 [-0.04296875  0.22175481]]","[[-0.03580729  0.10742188]
 [-0.03339844  0.12734375]
 [ 0.01738281  0.09414063]
 [ 0.02324219  0.13710938]
 [-0.02949219  0.1       ]
 [ 0.01738281  0.05703125]
 [-0.03339844 -0.01914062]
 [-0.07917668  0.14362981]
 [-0.02448918  0.06745793]
 [-0.02253606  0.08894231]
 [ 0.03605769  0.03816106]
 [-0.08691406 -0.10170201]
 [ 0.07356771  0.02148438]
 [-0.03776042 -0.12890625]
 [ 0.01738281 -0.06796875]
 [-0.03339844 -0.07382812]
 [ 0.02714844 -0.06210937]
 [-0.07917668  0.18269231]
 [ 0.09660457  0.02058293]
 [-0.02253606  0.22175481]]"
